cluster_id,centroid_lat,centroid_lon,nearest_osm_feature,distance_to_osm_m,nearest_osm_lat,nearest_osm_lon,osm_count_within_5km
-1,21.02327,83.73081,Unnamed industrial feature,12319.26,21.0367759,83.8486205,0
-1,21.02537,83.73067,Unnamed industrial feature,12307.34,21.0367759,83.8486205,0
-1,21.03488,81.71369,Unnamed industrial feature,11554.36,21.0454288,81.6029316,0
-1,21.06228,81.93988,Unnamed industrial feature,9713.31,20.9961307,81.8787566,0
-1,21.06504,81.94004,Unnamed industrial feature,9958.3,20.9961307,81.8787566,0
-1,21.06815,81.93842,Unnamed industrial feature,10123.01,20.9961307,81.8787566,0
-1,21.09599,81.84298,Unnamed industrial feature,8286.69,21.1589524,81.8002376,0
-1,21.12517,83.68748,Unnamed industrial feature,12379.11,21.1645879,83.5758479,0
-1,21.14796,81.70267,Unnamed industrial feature,9485.21,21.2194807,81.7525291,0
-1,21.15079,83.86302,Unnamed industrial feature,8125.67,21.2068836,83.8127916,0
-1,21.15129,83.86267,Unnamed industrial feature,8059.73,21.2068836,83.8127916,0
-1,21.15498,81.89464,Unnamed industrial feature,4406.17,21.192257,81.8802277,1
-1,21.15671,81.8911,Unnamed industrial feature,4110.26,21.192257,81.8802277,1
-1,21.15776,81.89573,Unnamed industrial feature,4159.06,21.192257,81.8802277,1
-1,21.20622,82.4614,Unnamed industrial feature,8962.75,21.1269049,82.4767953,0
-1,21.21287,83.52209,Unnamed industrial feature,1057.46,21.2148389,83.5320702,4
-1,21.21803,83.84325,Unnamed industrial feature,2800.33,21.2398987,83.8298511,3
-1,21.21947,83.77292,Unnamed industrial feature,4363.63,21.2068836,83.8127916,1
-1,21.23362,83.74287,Unnamed industrial feature,6190.05,21.2892394,83.7403619,0
-1,21.25587,81.95618,Unnamed industrial feature,10583.59,21.192257,81.8802277,0
-1,21.29395,83.81681,Unnamed industrial feature,3094.72,21.3124049,83.7944493,4
-1,21.30229,83.93098,Chiplima Hydro Electric Project,5811.61,21.3528497,83.9167645,0
-1,21.31622,83.18364,Singhal Forestry,15084.18,21.3202503,83.0380851,0
-1,21.33734,83.66602,Unnamed industrial feature,1763.78,21.3487405,83.6541792,14
-1,21.34763,83.73789,Unnamed industrial feature,3888.1,21.3599277,83.7027446,4
-1,21.34885,83.59171,Unnamed industrial feature,1276.48,21.3389458,83.5854784,46
-1,21.36161,81.96914,Unnamed industrial feature,8718.25,21.4235434,81.9175031,0
-1,21.37604,83.71616,Unnamed industrial feature,2267.09,21.3599277,83.7027446,8
-1,21.37806,83.67461,Unnamed industrial feature,3542.99,21.3599277,83.7027446,9
-1,21.39598,81.66802,Unnamed industrial feature,2277.58,21.3914025,81.6465778,7
-1,21.42194,83.87694,Unnamed industrial feature,2936.39,21.401794,83.8586009,11
-1,21.43818,83.62769,Unnamed industrial feature,2377.0,21.4459563,83.649083,4
-1,21.43969,83.62598,Unnamed industrial feature,2490.58,21.4459563,83.649083,4
-1,21.44496,83.62469,Unnamed industrial feature,2527.02,21.4459563,83.649083,3
-1,21.45129,81.66335,Unnamed industrial feature,6881.79,21.3914025,81.6465778,0
-1,21.46265,81.87834,Unnamed industrial feature,610.02,21.4584854,81.8821771,3
-1,21.53297,82.00512,Unnamed industrial feature,3601.31,21.5419427,81.9716644,3
-1,21.53396,83.99023,Unnamed industrial feature,7996.79,21.5337542,83.9129171,0
-1,21.55726,81.86951,Unnamed industrial feature,2862.1,21.5420598,81.8918431,1
-1,21.56351,82.13782,Unnamed industrial feature,8100.94,21.6318441,82.1106523,0
-1,21.56452,82.14224,Unnamed industrial feature,8167.43,21.6318441,82.1106523,0
-1,21.57344,82.2083,Unnamed industrial feature,12003.73,21.6318441,82.1106523,0
-1,21.57386,82.2093,Unnamed industrial feature,12065.77,21.6318441,82.1106523,0
-1,21.5744,82.21263,Unnamed industrial feature,12326.9,21.6318441,82.1106523,0
-1,21.59942,83.45626,Unnamed industrial feature,4092.85,21.5898184,83.4180442,1
-1,21.60228,83.09858,Unnamed industrial feature,7294.17,21.6454618,83.0454611,0
-1,21.60456,82.23787,Unnamed industrial feature,13496.34,21.6318441,82.1106523,0
-1,21.64165,84.24231,Unnamed industrial feature,8353.59,21.6191028,84.165219,0
-1,21.6423,84.24538,Unnamed industrial feature,8678.01,21.6191028,84.165219,0
-1,21.64297,84.24853,Unnamed industrial feature,9011.05,21.6191028,84.165219,0
-1,21.64299,82.81416,Unnamed industrial feature,8597.98,21.718007,82.793988,0
-1,21.64421,82.41242,Unnamed industrial feature,19375.73,21.7328924,82.5738429,0
211,21.648726,82.418644,Unnamed industrial feature,18566.68,21.7328924,82.5738429,0
-1,21.64664,82.69909,Unnamed industrial feature,7892.56,21.6997107,82.6483707,0
-1,21.64667,84.24091,Unnamed industrial feature,8402.72,21.6191028,84.165219,0
-1,21.64734,84.24407,Unnamed industrial feature,8734.14,21.6191028,84.165219,0
-1,21.64757,82.91286,Unnamed industrial feature,13706.75,21.6454618,83.0454611,0
-1,21.64801,84.24728,Unnamed industrial feature,9070.65,21.6191028,84.165219,0
-1,21.65129,82.69366,Unnamed industrial feature,7133.72,21.6997107,82.6483707,0
-1,21.65458,83.18124,Unnamed industrial feature,4042.04,21.6843476,83.20369,1
-1,21.65647,83.08485,Unnamed industrial feature,4250.89,21.6454618,83.0454611,1
-1,21.65738,83.08553,Unnamed industrial feature,4347.99,21.6454618,83.0454611,1
-1,21.6843,82.694,Unnamed industrial feature,5016.21,21.6997107,82.6483707,0
-1,21.70661,83.90578,IB Thermal Power Plant,4573.31,21.6905505,83.8650286,2
-1,21.71298,84.06277,Unnamed industrial feature,1741.5,21.7209534,84.04826,7
-1,21.72088,82.88183,Unnamed industrial feature,9079.78,21.718007,82.793988,0
-1,21.7216,82.88141,Unnamed industrial feature,9039.58,21.718007,82.793988,0
-1,21.74924,83.2177,Adani Korba West power station,5911.9,21.7408088,83.2742158,0
-1,21.75461,83.21638,Adani Korba West power station,6167.3,21.7408088,83.2742158,0
-1,21.76008,82.64838,Unnamed industrial feature,6712.76,21.6997107,82.6483707,0
-1,21.76286,82.47897,Unnamed industrial feature,10349.63,21.7328924,82.5738429,0
-1,21.76476,82.56554,Unnamed industrial feature,3645.8,21.7328924,82.5738429,1
-1,21.76657,82.6253,Unnamed industrial feature,6501.28,21.7328924,82.5738429,0
-1,21.76867,82.6253,Unnamed industrial feature,6638.5,21.7328924,82.5738429,0
-1,21.76909,83.2049,Adani Korba West power station,7818.89,21.7408088,83.2742158,0
-1,21.76917,83.78945,Belpahar Coal Mine,4198.19,21.7599807,83.8288807,1
-1,21.77121,82.43715,Unnamed industrial feature,14746.24,21.7328924,82.5738429,0
-1,21.77858,83.58144,Unnamed industrial feature,2460.63,21.7821918,83.5579294,3
-1,21.78037,83.51376,Unnamed industrial feature,3910.73,21.7742914,83.551063,3
-1,21.78844,83.21581,Adani Korba West power station,8026.83,21.7408088,83.2742158,0
-1,21.78922,83.21945,Adani Korba West power station,7807.87,21.7408088,83.2742158,0
-1,21.78995,83.21529,Adani Korba West power station,8178.45,21.7408088,83.2742158,0
-1,21.80211,82.41601,Akaltara-KMPCL Coal Power Plant,17748.25,21.9617037,82.4132796,0
212,21.833438333333334,82.50494666666667,Unnamed industrial feature,13251.57,21.7328924,82.5738429,0
-1,21.83791,81.60927,Unnamed industrial feature,9629.85,21.917973,81.6448483,0
-1,21.83871,82.63292,Unnamed industrial feature,13253.54,21.7328924,82.5738429,0
-1,21.8423,82.64902,Unnamed industrial feature,14430.95,21.7328924,82.5738429,0
-1,21.844,82.49777,Unnamed industrial feature,14616.57,21.9652948,82.4431657,0
-1,21.84674,82.49781,Unnamed industrial feature,14337.51,21.9652948,82.4431657,0
-1,21.84784,82.64761,Unnamed industrial feature,14878.82,21.7328924,82.5738429,0
-1,21.86353,82.57133,Unnamed industrial feature,14528.56,21.7328924,82.5738429,0
209,21.86516,84.07827,Unnamed industrial feature,3622.79,21.892328,84.0976488,2
-1,21.86586,82.57005,Unnamed industrial feature,14790.51,21.7328924,82.5738429,0
-1,21.86815,82.56579,Unnamed industrial feature,15062.92,21.7328924,82.5738429,0
-1,21.86908,82.56987,Unnamed industrial feature,15148.92,21.7328924,82.5738429,0
-1,21.88146,82.79919,Unnamed industrial feature,18183.08,21.718007,82.793988,0
-1,21.88312,81.94137,Unnamed industrial feature,3648.52,21.8706965,81.9740957,1
-1,21.8841,83.25814,Baradarha Power Station,7408.71,21.9082666,83.1912217,0
-1,21.88656,83.05518,Uchpinda Power Station,6748.5,21.886745,83.1205846,0
-1,21.89855,83.03205,Uchpinda Power Station,9228.48,21.886745,83.1205846,0
-1,21.89872,82.57088,Unnamed industrial feature,12346.14,21.9983308,82.5179994,0
-1,21.89939,83.03585,Uchpinda Power Station,8854.9,21.886745,83.1205846,0
-1,21.90616,83.06635,Uchpinda Power Station,5997.58,21.886745,83.1205846,0
-1,21.9115,84.06864,Unnamed industrial feature,3187.83,21.8954195,84.094221,4
-1,21.91753,82.96255,Swastik Metal Industries,10592.45,22.0123157,82.9523105,0
-1,21.92463,82.76347,Prakash Champa Captive Power Station,12501.94,21.9963319,82.6700925,0
-1,21.92995,83.37664,Jindal Steel Works,2980.17,21.9275326,83.3478661,3
-1,21.93154,83.3738,Jindal Steel Works,2711.92,21.9275326,83.3478661,3
-1,21.94921,82.45397,Unnamed industrial feature,2107.23,21.9652948,82.4431657,2
-1,21.9515,82.45075,Unnamed industrial feature,1721.82,21.9652948,82.4431657,2
-1,21.96507,82.73655,Prakash Champa Captive Power Station,7683.85,21.9963319,82.6700925,0
-1,21.98776,82.60981,Unnamed industrial feature,4769.12,22.0191547,82.6413273,2
-1,21.98909,82.60799,Unnamed industrial feature,4794.61,22.0191547,82.6413273,2
-1,21.99486,82.99975,Vandana Trailor,4759.39,22.0244572,82.9663996,1
-1,21.99758,82.85693,Swastik Metal Industries,9968.79,22.0123157,82.9523105,0
-1,21.99843,82.86079,Swastik Metal Industries,9560.74,22.0123157,82.9523105,0
-1,21.99875,82.65193,Prakash Champa Captive Power Station,1891.76,21.9963319,82.6700925,4
-1,22.00303,82.85551,Swastik Metal Industries,10032.68,22.0123157,82.9523105,0
-1,22.00388,82.85939,Swastik Metal Industries,9625.2,22.0123157,82.9523105,0
210,22.05354285714285,82.90147714285715,Swastik Metal Industries,6961.96,22.0123157,82.9523105,0
-1,22.07533,82.71399,Unnamed industrial feature,5086.23,22.1177028,82.6953954,0
-1,22.07767,82.85412,Swastik Metal Industries,12458.95,22.0123157,82.9523105,0
-1,22.07853,82.85798,Swastik Metal Industries,12195.49,22.0123157,82.9523105,0
-1,22.08082,82.71256,Unnamed industrial feature,4466.2,22.1177028,82.6953954,1
-1,22.08286,82.49601,Unnamed industrial feature,5148.45,22.0772004,82.5456009,0
-1,22.08311,82.85275,Swastik Metal Industries,12932.78,22.0123157,82.9523105,0
-1,22.09948,82.84872,Swastik Metal Industries,14419.13,22.0123157,82.9523105,0
-1,22.1023,82.52987,Unnamed industrial feature,3227.44,22.0772004,82.5456009,1
-1,22.1272,82.53621,Unnamed industrial feature,5643.25,22.0772004,82.5456009,0
-1,22.13128,82.6581,Unnamed industrial feature,4127.7,22.1177028,82.6953954,3
-1,22.15077,81.99706,Unnamed industrial feature,11104.88,22.1251075,82.1012566,0
-1,22.15319,82.67792,Unnamed industrial feature,4337.13,22.1177028,82.6953954,1
-1,22.15544,81.80688,Unnamed industrial feature,17909.25,22.2998198,81.7297679,0
-1,22.16135,82.53163,Unnamed industrial feature,9467.04,22.0772004,82.5456009,0
-1,22.22572,81.95341,Unnamed industrial feature,18892.48,22.1251075,82.1012566,0
-1,22.39288,83.78971,Unnamed industrial feature,20491.98,22.4091577,83.5911586,0
-1,22.55707,83.6872,Unnamed industrial feature,14571.76,22.454947,83.5983067,0
-1,22.96592,83.68472,Unnamed industrial feature,24846.88,22.9879208,83.4431899,0
-1,17.98993,81.65311,Lower Sileru Power House,13321.94,17.8702666,81.6592761,0
-1,17.99012,81.65199,Lower Sileru Power House,13349.36,17.8702666,81.6592761,0
-1,18.99909,82.36282,NMDC I&S Plant Nagarnar,22468.19,19.089805,82.1718118,0
-1,19.00448,81.84874,Unnamed industrial feature,478.93,19.0069253,81.8449899,3
-1,19.05958,82.34419,NMDC I&S Plant Nagarnar,18424.28,19.089805,82.1718118,0
-1,19.12448,82.45833,Unnamed industrial feature,27768.66,18.8941466,82.5603913,0
-1,19.12514,82.45822,Unnamed industrial feature,27840.81,18.8941466,82.5603913,0
-1,19.25822,82.82843,Unnamed industrial feature,10029.27,19.2632538,82.7330357,0
-1,19.85894,80.64043,Surjagarh Iron Ore Mines,38788.15,19.6279034,80.3627551,0
-1,19.91434,81.36042,Unnamed industrial feature,23217.15,19.8125433,81.1665872,0
-1,20.84909,81.71431,Unnamed industrial feature,661.89,20.8437704,81.7171682,3
-1,21.03793,81.38099,Unnamed industrial feature,13446.35,21.1551046,81.3489566,0
-1,21.0479,82.57536,Unnamed industrial feature,12465.63,21.1200807,82.4834284,0
-1,21.09863,81.95765,Unnamed industrial feature,9250.56,21.1471257,82.0301142,0
-1,21.1315,81.51716,Bhilai 500 MW Expansion Power Project,11507.75,21.1882014,81.4243243,0
-1,21.13383,81.51762,Bhilai 500 MW Expansion Power Project,11408.23,21.1882014,81.4243243,0
-1,21.15248,81.89824,Unnamed industrial feature,4801.16,21.192257,81.8802277,1
-1,21.2542,81.95788,Unnamed industrial feature,10593.69,21.192257,81.8802277,0
-1,21.25962,81.95621,Unnamed industrial feature,10868.89,21.192257,81.8802277,0
-1,21.26832,82.95688,Unnamed industrial feature,5314.59,21.2539368,83.0057886,0
-1,21.32054,82.61629,Unnamed industrial feature,20315.95,21.2757857,82.8064146,0
-1,21.32373,82.62149,Unnamed industrial feature,19886.02,21.2757857,82.8064146,0
-1,21.37497,82.0089,Unnamed industrial feature,10895.24,21.4235434,81.9175031,0
-1,21.37606,82.00864,Unnamed industrial feature,10812.14,21.4235434,81.9175031,0
-1,21.44939,81.66713,Unnamed industrial feature,6789.82,21.3914025,81.6465778,0
-1,21.5302,82.12673,Unnamed industrial feature,11138.68,21.5633818,82.0251114,0
-1,21.57119,82.21156,Unnamed industrial feature,12422.63,21.6318441,82.1106523,0
-1,21.61719,82.45692,Unnamed industrial feature,17649.23,21.7328924,82.5738429,0
-1,21.6224,82.45703,Unnamed industrial feature,17223.37,21.7328924,82.5738429,0
-1,21.64273,82.41942,Unnamed industrial feature,18843.87,21.7328924,82.5738429,0
-1,21.64325,82.42651,Unnamed industrial feature,18196.0,21.7328924,82.5738429,0
-1,21.64502,82.91261,Unnamed industrial feature,13730.79,21.6454618,83.0454611,0
-1,21.76766,82.43819,Unnamed industrial feature,14533.67,21.7328924,82.5738429,0
-1,21.76816,82.44545,Unnamed industrial feature,13827.96,21.7328924,82.5738429,0
-1,21.82716,82.51113,Unnamed industrial feature,12320.99,21.7328924,82.5738429,0
-1,21.86095,82.27798,Unnamed industrial feature,9000.95,21.8986844,82.2008067,0
-1,21.87988,81.9581,Unnamed industrial feature,1940.92,21.8706965,81.9740957,1
-1,21.89537,82.67753,Prakash Champa Captive Power Station,11252.63,21.9963319,82.6700925,0
-1,21.91584,82.76744,Prakash Champa Captive Power Station,13449.84,21.9963319,82.6700925,0
-1,22.00201,82.86181,Swastik Metal Industries,9400.07,22.0123157,82.9523105,0
-1,21.88039,81.95593,Unnamed industrial feature,2162.29,21.8706965,81.9740957,1
-1,22.01859,82.85923,Swastik Metal Industries,9620.71,22.0123157,82.9523105,0
-1,22.02526,81.19982,Unnamed industrial feature,43690.02,22.418011,81.1876023,0
-1,22.15001,82.68067,Unnamed industrial feature,3899.46,22.1177028,82.6953954,1
-1,22.15554,82.59877,Unnamed industrial feature,9434.28,22.0903124,82.6573402,0
-1,22.15907,82.597,Unnamed industrial feature,9853.21,22.0903124,82.6573402,0
-1,22.2212,81.95581,Unnamed industrial feature,18397.73,22.1251075,82.1012566,0
-1,18.41315,84.18128,Unnamed industrial feature,9350.03,18.4136082,84.0926571,0
-1,18.79148,83.60012,Unnamed industrial feature,8113.46,18.8594591,83.5721095,0
-1,20.00325,83.56528,Unnamed industrial feature,36460.18,20.1214594,83.2396772,0
-1,21.46189,81.83347,Unnamed industrial feature,1178.89,21.4604595,81.8221823,4
-1,22.0346,81.31432,Unnamed industrial feature,35251.19,21.9266021,81.6357431,0
-1,22.04027,81.31491,Unnamed industrial feature,35413.47,21.9266021,81.6357431,0
-1,17.99033,83.55732,Unnamed industrial feature,1741.52,17.9781177,83.5470105,1
-1,18.07099,83.65145,Unnamed industrial feature,6346.13,18.1231866,83.6271675,0
-1,18.12198,83.73514,Unnamed industrial feature,9099.72,18.1822125,83.6768387,0
-1,18.13915,83.76548,Unnamed industrial feature,10518.57,18.1822125,83.6768387,0
-1,18.19321,83.87436,Unnamed industrial feature,8972.79,18.2520602,83.9324857,0
-1,21.32231,83.70265,Unnamed industrial feature,4182.91,21.3599277,83.7027446,2
-1,21.62777,83.47777,Unnamed industrial feature,4551.95,21.6541438,83.4440871,1
-1,21.6297,83.47752,Unnamed industrial feature,4396.38,21.6541438,83.4440871,1
-1,21.63465,83.4758,Unnamed industrial feature,3929.59,21.6541438,83.4440871,1
-1,21.76874,84.18446,Unnamed industrial feature,8757.05,21.8336965,84.1365006,0
-1,21.79914,84.15399,Unnamed industrial feature,4245.53,21.8336965,84.1365006,1
-1,21.80371,84.15378,Unnamed industrial feature,3781.48,21.8336965,84.1365006,1
213,21.823244,84.163468,Unnamed industrial feature,3016.54,21.8336965,84.1365006,1
-1,21.82167,84.16938,Unnamed industrial feature,3647.87,21.8336965,84.1365006,1
-1,21.8283,84.16754,Unnamed industrial feature,3259.61,21.8336965,84.1365006,1
-1,21.882,84.14513,Unnamed industrial feature,5031.91,21.892328,84.0976488,0
-1,21.88488,84.14445,Unnamed industrial feature,4899.4,21.892328,84.0976488,1
-1,21.91715,83.24275,Baradarha Power Station,5406.73,21.9082666,83.1912217,0
-1,22.06382,83.9118,Unnamed industrial feature,6440.44,22.0137464,83.8803953,0
-1,22.06581,83.91164,Unnamed industrial feature,6624.63,22.0137464,83.8803953,0
-1,17.75757,80.9951,Unnamed industrial feature,15912.12,17.8551142,80.8851272,0
-1,17.80981,81.89908,Donkarayi Power House,16573.79,17.9328225,81.8106443,0
-1,17.96241,81.58394,Lower Sileru Power House,12981.18,17.8702666,81.6592761,0
-1,17.9628,81.58195,Lower Sileru Power House,13145.43,17.8702666,81.6592761,0
-1,18.00224,80.27771,Unnamed industrial feature,9671.63,18.082543,80.2425635,0
-1,18.06169,81.76951,Donkarayi Power House,14975.17,17.9328225,81.8106443,0
-1,18.11788,81.83044,Donkarayi Power House,20683.64,17.9328225,81.8106443,0
-1,18.1209,81.82764,Donkarayi Power House,20990.33,17.9328225,81.8106443,0
-1,18.29104,81.86315,Balimela Power House,22808.05,18.2074394,82.0603778,0
-1,18.47275,82.58591,Machkund Hydro Electric (Joint) Scheme,15788.28,18.5084063,82.4409912,0
-1,18.47311,82.58916,Machkund Hydro Electric (Joint) Scheme,16110.44,18.5084063,82.4409912,0
-1,18.49429,83.24388,Unnamed industrial feature,2943.3,18.5027316,83.2174256,1
-1,18.93893,82.52126,Unnamed industrial feature,6460.68,18.8941466,82.5603913,0
-1,18.94151,82.52177,Unnamed industrial feature,6651.38,18.8941466,82.5603913,0
-1,18.96948,82.29744,NMDC I&S Plant Nagarnar,18799.07,19.089805,82.1718118,0
-1,19.02672,83.14628,Unnamed industrial feature,8427.95,19.0641903,83.0765801,0
-1,19.04774,82.32161,NMDC I&S Plant Nagarnar,16422.96,19.089805,82.1718118,0
-1,19.07034,82.38897,NMDC I&S Plant Nagarnar,22922.74,19.089805,82.1718118,0
-1,19.12031,82.32607,NMDC I&S Plant Nagarnar,16559.09,19.089805,82.1718118,0
-1,19.16788,83.78391,Unnamed industrial feature,11107.62,19.0721465,83.8141018,0
-1,19.16951,83.7842,Unnamed industrial feature,11272.9,19.0721465,83.8141018,0
-1,19.19748,82.94554,Utkal Alumina Smelter Power Plant,8663.77,19.1957109,83.0280214,0
-1,19.19835,82.94575,Utkal Alumina Smelter Power Plant,8644.45,19.1957109,83.0280214,0
-1,19.25795,83.77851,Unnamed industrial feature,20995.88,19.0721465,83.8141018,0
-1,19.2618,83.77507,Unnamed industrial feature,21483.28,19.0721465,83.8141018,0
-1,19.37249,82.62411,Unnamed industrial feature,16678.84,19.2632538,82.7330357,0
-1,19.58887,82.50378,Unnamed industrial feature,32592.06,19.6695441,82.2046074,0
-1,19.62735,82.52091,Unnamed industrial feature,33453.97,19.6695441,82.2046074,0
-1,19.66928,82.52016,Unnamed industrial feature,33040.49,19.6695441,82.2046074,0
-1,19.67216,82.54711,Unnamed industrial feature,35863.18,19.6695441,82.2046074,0
-1,19.67252,82.55048,Unnamed industrial feature,36216.33,19.6695441,82.2046074,0
-1,19.67344,82.54871,Unnamed industrial feature,36031.99,19.6695441,82.2046074,0
-1,19.68671,82.52378,Unnamed industrial feature,33472.17,19.6695441,82.2046074,0
-1,19.68705,82.52711,Unnamed industrial feature,33822.38,19.6695441,82.2046074,0
-1,19.92026,81.88503,Unnamed industrial feature,43533.21,19.6695441,82.2046074,0
-1,19.92057,81.88228,Unnamed industrial feature,43776.52,19.6695441,82.2046074,0
-1,19.94628,82.17184,Unnamed industrial feature,30961.98,19.6695441,82.2046074,0
-1,20.06514,82.18886,Unnamed industrial feature,44019.07,19.6695441,82.2046074,0
-1,20.08883,82.45928,Unnamed industrial feature,21713.37,20.1307719,82.6623773,0
-1,20.08983,82.45758,Unnamed industrial feature,21863.27,20.1307719,82.6623773,0
-1,20.62934,83.5335,Unnamed industrial feature,8552.21,20.5568652,83.5059968,0
-1,20.88213,82.51447,Unnamed industrial feature,1303.25,20.8812488,82.5019612,4
-1,20.88247,82.51791,Unnamed industrial feature,1662.5,20.8812488,82.5019612,4
-1,20.91729,83.75939,Unnamed industrial feature,16197.3,21.0367759,83.8486205,0
-1,20.91768,83.76357,Unnamed industrial feature,15916.94,21.0367759,83.8486205,0
-1,20.91895,83.83966,Unnamed industrial feature,13134.63,21.0367759,83.8486205,0
-1,20.95345,83.07986,Unnamed industrial feature,3098.13,20.9812941,83.078785,4
-1,20.95381,83.08362,Unnamed industrial feature,3097.05,20.9812941,83.078785,4
-1,20.97228,83.79193,Unnamed industrial feature,9277.03,21.0367759,83.8486205,0
-1,20.97437,83.79311,Unnamed industrial feature,9019.8,21.0367759,83.8486205,0
-1,21.06343,81.89162,Unnamed industrial feature,7601.5,20.9961307,81.8787566,0
-1,21.06376,81.8948,Unnamed industrial feature,7702.18,20.9961307,81.8787566,0
-1,21.11766,83.82587,Unnamed industrial feature,9298.5,21.0367759,83.8486205,0
-1,21.12061,81.46735,Bhilai 500 MW Expansion Power Project,8740.45,21.1882014,81.4243243,0
-1,21.13001,81.55698,Unnamed industrial feature,10544.29,21.0454288,81.6029316,0
-1,21.15606,83.61942,Unnamed industrial feature,4616.75,21.1645879,83.5758479,1
-1,21.22986,83.83145,Unnamed industrial feature,1128.49,21.2398987,83.8298511,4
-1,21.26568,81.93732,Unnamed industrial feature,9927.33,21.2132862,81.8597639,0
-1,21.2792,81.86835,Unnamed industrial feature,7383.1,21.2132862,81.8597639,0
-1,21.31691,83.50273,Unnamed industrial feature,444.37,21.318959,83.4990469,26
-1,21.32857,81.94672,Unnamed industrial feature,10985.34,21.4235434,81.9175031,0
-1,21.33179,81.94781,Unnamed industrial feature,10674.22,21.4235434,81.9175031,0
-1,21.38462,83.71485,Unnamed industrial feature,2656.13,21.4078484,83.7208337,11
-1,21.385,81.91257,Unnamed industrial feature,4316.15,21.4235434,81.9175031,1
-1,21.38533,81.91576,Unnamed industrial feature,4252.97,21.4235434,81.9175031,1
-1,21.3861,83.34988,Unnamed industrial feature,9671.16,21.3003203,83.3344531,0
-1,21.38659,82.03008,Unnamed industrial feature,12357.68,21.4235434,81.9175031,0
-1,21.3901,81.91198,Unnamed industrial feature,3762.44,21.4235434,81.9175031,1
-1,21.39013,81.71483,Unnamed industrial feature,3809.83,21.3748409,81.6819012,4
-1,21.39043,81.91518,Unnamed industrial feature,3689.89,21.4235434,81.9175031,1
-1,21.4192,81.79681,Unnamed industrial feature,4965.32,21.4143172,81.8444887,1
-1,21.42359,81.79858,Unnamed industrial feature,4772.3,21.4604595,81.8221823,2
-1,21.44966,84.12502,Unnamed industrial feature,4078.3,21.4504574,84.1644171,1
-1,21.49949,84.15204,Unnamed industrial feature,5600.58,21.4504574,84.1644171,0
-1,21.50101,81.75509,Unnamed industrial feature,2263.36,21.486042,81.7699152,6
-1,21.52674,84.00151,Unnamed industrial feature,9196.84,21.5337542,83.9129171,0
-1,21.52706,84.00101,Unnamed industrial feature,9142.34,21.5337542,83.9129171,0
-1,21.52747,84.00547,Unnamed industrial feature,9598.76,21.5337542,83.9129171,0
-1,21.58497,82.91273,Unnamed industrial feature,15281.17,21.6454618,83.0454611,0
-1,21.60863,82.98681,Unnamed industrial feature,7316.3,21.6454618,83.0454611,0
-1,21.613,83.09058,Unnamed industrial feature,5897.42,21.6454618,83.0454611,0
-1,21.65533,84.13058,Unnamed industrial feature,5389.38,21.6191028,84.165219,0
-1,21.70665,83.91051,Sahajbahal Jharsuguda Ind-Barath Power Plant,4814.5,21.664922,83.9229431,1
-1,21.76133,84.18501,Unnamed industrial feature,9478.09,21.8336965,84.1365006,0
-1,21.56652,81.90818,Unnamed industrial feature,3201.9,21.5420598,81.8918431,4
-1,21.56685,81.91142,Unnamed industrial feature,3420.18,21.5420598,81.8918431,4
-1,21.61916,82.91065,Unnamed industrial feature,14238.13,21.6454618,83.0454611,0
-1,21.63768,82.58295,Unnamed industrial feature,8838.86,21.6975956,82.639159,0
-1,21.64302,82.58242,Unnamed industrial feature,8438.25,21.6975956,82.639159,0
-1,21.65613,82.60645,Unnamed industrial feature,5716.87,21.6975956,82.639159,0
-1,21.69355,82.71234,Unnamed industrial feature,6644.54,21.6997107,82.6483707,0
-1,21.76526,84.18314,Unnamed industrial feature,9005.28,21.8336965,84.1365006,0
-1,21.76665,82.26884,Unnamed industrial feature,4228.36,21.7893745,82.2360071,1
-1,21.78763,82.69895,Unnamed industrial feature,11084.4,21.6997107,82.6483707,0
-1,21.78799,82.70264,Unnamed industrial feature,11303.77,21.6997107,82.6483707,0
-1,21.79446,82.94282,Unnamed industrial feature,13155.18,21.7740968,83.0683243,0
-1,21.79768,81.58352,Unnamed industrial feature,14797.8,21.917973,81.6448483,0
-1,21.81059,83.17519,Uchpinda Power Station,10171.97,21.886745,83.1205846,0
-1,21.82559,82.38342,Akaltara-KMPCL Coal Power Plant,15445.52,21.9617037,82.4132796,0
-1,21.84027,82.7903,Unnamed industrial feature,13600.36,21.718007,82.793988,0
-1,21.84208,82.78925,Unnamed industrial feature,13804.96,21.718007,82.793988,0
-1,21.84241,82.79293,Unnamed industrial feature,13833.41,21.718007,82.793988,0
-1,21.85592,82.47596,Unnamed industrial feature,12623.71,21.9652948,82.4431657,0
-1,21.85627,82.4795,Unnamed industrial feature,12689.26,21.9652948,82.4431657,0
-1,21.86979,82.45296,Unnamed industrial feature,10667.6,21.9652948,82.4431657,0
-1,21.87098,82.41044,Akaltara-KMPCL Coal Power Plant,10092.27,21.9617037,82.4132796,0
-1,21.8781,84.19787,Unnamed industrial feature,8030.65,21.8336965,84.1365006,0
-1,21.88226,83.2962,Unnamed industrial feature,5219.72,21.9099675,83.3370387,0
-1,21.88395,83.29633,Unnamed industrial feature,5099.98,21.9099675,83.3370387,0
-1,21.88561,84.14605,Unnamed industrial feature,5049.53,21.892328,84.0976488,0
-1,21.88986,82.77309,Prakash Champa Captive Power Station,15906.46,21.9963319,82.6700925,0
