latitude,longitude,bright_ti4,scan,track,confidence,version,bright_ti5,frp,daynight,type,acq_DateTime
21.6322,82.5188,335.11,0.38,0.36,n,2,303.74,5.04,D,0.0,2026-02-01 07:42:00
21.63553,82.85478,333.31,0.39,0.36,n,2,301.31,3.06,D,0.0,2026-02-01 07:42:00
21.63609,82.85847,333.83,0.39,0.36,n,2,299.2,2.2,D,0.0,2026-02-01 07:42:00
21.63615,81.10503,339.02,0.4,0.37,n,2,296.89,3.61,D,0.0,2026-02-01 07:42:00
21.64327,83.15768,335.27,0.39,0.36,n,2,300.74,2.68,D,0.0,2026-02-01 07:42:00
21.6521,83.17143,336.11,0.39,0.36,n,2,301.87,2.77,D,0.0,2026-02-01 07:42:00
21.66669,82.72449,348.73,0.38,0.36,n,2,300.88,7.58,D,0.0,2026-02-01 07:42:00
21.66791,82.8,346.21,0.38,0.36,n,2,304.13,3.67,D,0.0,2026-02-01 07:42:00
21.67065,82.79575,337.7,0.38,0.36,n,2,302.33,3.32,D,0.0,2026-02-01 07:42:00
21.67121,82.79943,341.97,0.38,0.36,n,2,301.84,3.67,D,0.0,2026-02-01 07:42:00
21.67338,81.33884,334.88,0.39,0.36,n,2,291.55,8.3,D,0.0,2026-02-01 07:42:00
21.67897,84.03869,336.72,0.4,0.37,n,2,305.6,4.92,D,2.0,2026-02-01 07:42:00
21.67922,82.04925,338.46,0.39,0.36,n,2,301.54,3.93,D,0.0,2026-02-01 07:42:00
21.69449,83.00029,337.01,0.39,0.36,n,2,300.86,3.56,D,0.0,2026-02-01 07:42:00
21.70349,82.69556,333.8,0.38,0.36,n,2,300.39,2.16,D,0.0,2026-02-01 07:42:00
21.70407,82.72195,335.71,0.38,0.36,n,2,302.42,5.1,D,0.0,2026-02-01 07:42:00
21.70853,82.3279,333.5,0.38,0.36,n,2,300.51,2.9,D,0.0,2026-02-01 07:42:00
21.73779,84.08846,331.34,0.4,0.37,n,2,294.49,2.0,D,0.0,2026-02-01 07:42:00
21.74138,83.17898,333.21,0.39,0.36,n,2,299.1,3.49,D,0.0,2026-02-01 07:42:00
21.74447,82.18444,330.98,0.38,0.36,n,2,299.85,1.84,D,0.0,2026-02-01 07:42:00
21.74667,83.81523,336.2,0.4,0.37,n,2,301.66,6.78,D,0.0,2026-02-01 07:42:00
21.74926,83.97585,337.21,0.4,0.37,n,2,299.76,4.16,D,0.0,2026-02-01 07:42:00
21.76266,82.32507,336.3,0.38,0.36,n,2,301.14,6.68,D,0.0,2026-02-01 07:42:00
21.76322,82.32874,335.29,0.38,0.36,n,2,298.61,8.32,D,0.0,2026-02-01 07:42:00
21.76595,82.32448,342.16,0.38,0.36,n,2,299.02,4.47,D,0.0,2026-02-01 07:42:00
21.79829,80.2205,334.29,0.42,0.37,n,2,295.95,3.6,D,0.0,2026-02-01 07:42:00
21.79889,82.99405,332.3,0.39,0.36,n,2,299.87,2.43,D,0.0,2026-02-01 07:42:00
21.80219,82.99348,339.18,0.39,0.36,n,2,300.7,2.43,D,0.0,2026-02-01 07:42:00
21.80711,82.48375,350.94,0.38,0.36,n,2,298.01,5.47,D,0.0,2026-02-01 07:42:00
21.8104,82.48318,343.3,0.38,0.36,n,2,296.86,4.39,D,0.0,2026-02-01 07:42:00
21.81333,82.36915,331.33,0.38,0.36,n,2,298.51,2.64,D,0.0,2026-02-01 07:42:00
21.81662,82.36857,338.98,0.38,0.36,n,2,300.47,2.64,D,0.0,2026-02-01 07:42:00
21.81718,82.37226,342.52,0.38,0.36,n,2,300.27,5.46,D,0.0,2026-02-01 07:42:00
21.8219,80.25704,338.35,0.42,0.37,n,2,300.27,3.01,D,0.0,2026-02-01 07:42:00
21.8455,82.46949,343.97,0.38,0.36,n,2,295.38,3.46,D,0.0,2026-02-01 07:42:00
21.86124,83.23158,334.37,0.39,0.36,n,2,295.8,2.52,D,0.0,2026-02-01 07:42:00
21.88491,82.25825,355.88,0.38,0.36,n,2,295.46,10.14,D,0.0,2026-02-01 07:42:00
21.88548,82.26194,342.68,0.38,0.36,n,2,293.3,6.15,D,0.0,2026-02-01 07:42:00
21.89102,83.48051,330.61,0.39,0.36,n,2,293.07,3.78,D,0.0,2026-02-01 07:42:00
21.89581,84.21857,328.13,0.41,0.37,n,2,295.95,3.31,D,0.0,2026-02-01 07:42:00
21.89636,84.22249,337.4,0.41,0.37,n,2,293.04,3.31,D,0.0,2026-02-01 07:42:00
21.89893,82.50569,331.22,0.38,0.36,n,2,303.63,2.45,D,0.0,2026-02-01 07:42:00
21.89975,84.22193,336.77,0.41,0.37,n,2,293.42,3.31,D,0.0,2026-02-01 07:42:00
21.92827,82.25442,333.66,0.38,0.36,n,2,298.15,1.76,D,0.0,2026-02-01 07:42:00
21.93294,82.79925,341.17,0.39,0.36,n,2,303.17,7.01,D,0.0,2026-02-01 07:42:00
21.94757,82.99063,337.31,0.39,0.36,n,2,302.63,5.52,D,0.0,2026-02-01 07:42:00
21.9526,83.25366,348.48,0.39,0.36,n,2,303.56,41.75,D,0.0,2026-02-01 07:42:00
21.97158,82.26926,344.41,0.38,0.36,n,2,298.35,4.63,D,0.0,2026-02-01 07:42:00
21.98408,82.80185,336.47,0.39,0.36,n,2,299.44,2.79,D,0.0,2026-02-01 07:42:00
21.99391,82.75458,334.34,0.39,0.36,n,2,291.46,3.13,D,0.0,2026-02-01 07:42:00
22.03934,83.73127,346.67,0.4,0.37,n,2,298.89,7.46,D,2.0,2026-02-01 07:42:00
22.0399,83.73509,347.81,0.4,0.37,n,2,300.4,5.18,D,2.0,2026-02-01 07:42:00
22.04045,83.73893,330.85,0.4,0.37,n,2,299.37,5.18,D,2.0,2026-02-01 07:42:00
22.04214,83.7269,329.57,0.4,0.37,n,2,294.42,3.15,D,2.0,2026-02-01 07:42:00
22.0427,83.73072,341.17,0.4,0.37,n,2,298.96,3.15,D,2.0,2026-02-01 07:42:00
22.06191,82.89096,348.48,0.39,0.36,n,2,291.81,8.81,D,0.0,2026-02-01 07:42:00
22.06404,82.79164,334.09,0.39,0.36,n,2,290.74,5.09,D,0.0,2026-02-01 07:42:00
22.06541,83.91206,332.07,0.4,0.37,n,2,290.15,2.48,D,0.0,2026-02-01 07:42:00
22.08891,83.00457,345.83,0.39,0.36,n,2,289.56,4.87,D,0.0,2026-02-01 07:42:00
22.09221,83.00402,333.55,0.39,0.36,n,2,289.52,2.61,D,0.0,2026-02-01 07:42:00
22.1043,84.02922,330.08,0.4,0.37,n,2,290.59,2.72,D,0.0,2026-02-01 07:42:00
22.1398,82.17154,335.65,0.38,0.36,n,2,301.33,2.29,D,0.0,2026-02-01 07:42:00
22.16139,82.53564,337.16,0.38,0.36,n,2,301.65,2.8,D,0.0,2026-02-01 07:42:00
22.17919,82.18269,333.26,0.38,0.36,n,2,301.07,1.67,D,0.0,2026-02-01 07:42:00
22.18138,82.42212,342.76,0.38,0.36,n,2,294.48,6.32,D,0.0,2026-02-01 07:42:00
22.19383,81.77326,336.62,0.39,0.36,n,2,299.87,3.0,D,0.0,2026-02-01 07:42:00
22.20973,82.5424,339.65,0.38,0.36,n,2,295.69,5.68,D,0.0,2026-02-01 07:42:00
22.22598,82.55769,346.8,0.38,0.36,n,2,295.34,4.74,D,0.0,2026-02-01 07:42:00
22.22821,82.5725,332.45,0.38,0.36,n,2,294.06,4.4,D,0.0,2026-02-01 07:42:00
22.22928,82.55712,346.48,0.38,0.36,n,2,296.23,8.08,D,0.0,2026-02-01 07:42:00
22.23402,81.78903,339.5,0.39,0.36,n,2,303.52,3.06,D,0.0,2026-02-01 07:42:00
22.26582,81.7757,337.62,0.39,0.36,n,2,302.96,2.81,D,0.0,2026-02-01 07:42:00
22.27082,82.76672,331.65,0.39,0.36,n,2,297.8,2.56,D,0.0,2026-02-01 07:42:00
22.31094,82.49352,334.99,0.38,0.36,n,2,300.6,2.37,D,0.0,2026-02-01 07:42:00
22.31763,84.08656,332.27,0.41,0.37,n,2,287.19,2.92,D,0.0,2026-02-01 07:42:00
22.45273,82.59801,333.36,0.38,0.36,n,2,301.7,8.13,D,0.0,2026-02-01 07:42:00
22.76386,83.53663,333.18,0.4,0.37,n,2,301.5,1.83,D,0.0,2026-02-01 07:42:00
22.78611,83.64338,330.53,0.4,0.37,n,2,300.88,1.89,D,0.0,2026-02-01 07:42:00
23.16502,82.34284,327.54,0.38,0.36,n,2,275.75,3.03,D,2.0,2026-02-01 07:42:00
23.36285,83.29507,328.08,0.4,0.37,n,2,280.82,2.31,D,0.0,2026-02-01 07:42:00
23.16332,82.34092,298.5,0.38,0.36,n,2,280.94,2.35,N,2.0,2026-02-01 20:10:00
23.16391,82.3372,314.14,0.38,0.36,n,2,282.45,0.89,N,2.0,2026-02-01 20:10:00
23.16449,82.33349,297.13,0.38,0.36,n,2,279.81,0.89,N,2.0,2026-02-01 20:10:00
23.16661,82.34152,341.45,0.38,0.36,n,2,286.5,2.35,N,2.0,2026-02-01 20:10:00
23.1672,82.33781,307.29,0.38,0.36,n,2,282.81,0.89,N,2.0,2026-02-01 20:10:00
23.16778,82.33408,295.55,0.38,0.36,n,2,281.04,0.89,N,2.0,2026-02-01 20:10:00
23.1699,82.34213,300.45,0.38,0.36,n,2,282.73,0.88,N,2.0,2026-02-01 20:10:00
24.00947,80.53059,303.39,0.42,0.37,n,2,288.46,0.58,N,2.0,2026-02-01 20:10:00
24.01031,80.52868,302.73,0.42,0.37,n,2,288.03,0.69,N,2.0,2026-02-01 20:10:00
24.05385,80.61324,303.38,0.42,0.37,n,2,288.83,1.11,N,2.0,2026-02-01 20:10:00
19.86499,81.97042,300.49,0.38,0.36,n,2,284.94,0.56,N,0.0,2026-02-01 20:11:00
21.17792,81.38097,306.62,0.39,0.36,n,2,292.96,1.52,N,0.0,2026-02-01 20:11:00
21.18909,81.19707,299.08,0.39,0.36,n,2,288.06,0.58,N,2.0,2026-02-01 20:11:00
21.19001,81.39068,316.65,0.39,0.36,n,2,292.31,2.34,N,2.0,2026-02-01 20:11:00
21.19241,81.19764,299.16,0.39,0.36,n,2,288.38,0.62,N,0.0,2026-02-01 20:11:00
21.19344,81.2131,300.85,0.39,0.36,n,2,290.13,0.98,N,0.0,2026-02-01 20:11:00
21.20065,81.20968,298.01,0.39,0.36,n,2,287.96,0.74,N,0.0,2026-02-01 20:11:00
21.2164,82.13583,296.99,0.38,0.36,n,2,286.27,0.25,N,2.0,2026-02-01 20:11:00
21.24657,81.77136,304.71,0.38,0.36,n,2,289.65,0.74,N,2.0,2026-02-01 20:11:00
21.29438,81.59444,306.82,0.39,0.36,n,2,288.86,0.53,N,0.0,2026-02-01 20:11:00
21.29926,81.60667,305.47,0.39,0.36,n,2,290.35,0.51,N,2.0,2026-02-01 20:11:00
21.30256,81.60725,300.51,0.39,0.36,n,2,289.23,0.51,N,2.0,2026-02-01 20:11:00
21.30314,81.60355,301.54,0.39,0.36,n,2,289.39,0.51,N,2.0,2026-02-01 20:11:00
21.31202,81.58997,301.82,0.39,0.36,n,2,289.52,1.14,N,2.0,2026-02-01 20:11:00
21.31994,81.64818,300.24,0.39,0.36,n,2,288.7,0.43,N,0.0,2026-02-01 20:11:00
21.32421,81.57694,302.81,0.39,0.36,n,2,287.99,0.69,N,0.0,2026-02-01 20:11:00
21.34016,81.67069,301.77,0.39,0.36,n,2,289.51,0.58,N,2.0,2026-02-01 20:11:00
21.34387,81.67123,302.05,0.39,0.36,n,2,290.35,0.61,N,2.0,2026-02-01 20:11:00
21.34501,81.66386,329.38,0.39,0.36,n,2,290.53,3.28,N,2.0,2026-02-01 20:11:00
21.35434,81.6693,302.34,0.39,0.36,n,2,290.63,0.72,N,0.0,2026-02-01 20:11:00
21.36379,81.65203,308.69,0.39,0.36,n,2,292.6,1.64,N,2.0,2026-02-01 20:11:00
21.36493,81.64465,304.63,0.39,0.36,n,2,291.25,1.37,N,2.0,2026-02-01 20:11:00
21.36525,81.68639,301.93,0.39,0.36,n,2,289.14,1.22,N,2.0,2026-02-01 20:11:00
21.36639,81.67902,310.11,0.39,0.36,n,2,292.05,1.48,N,2.0,2026-02-01 20:11:00
21.37241,81.68387,307.2,0.39,0.36,n,2,292.14,1.45,N,2.0,2026-02-01 20:11:00
21.37355,81.6765,302.59,0.39,0.36,n,2,290.81,1.22,N,0.0,2026-02-01 20:11:00
21.3754,81.64272,302.37,0.39,0.36,n,2,291.24,0.89,N,2.0,2026-02-01 20:11:00
21.37597,81.63902,302.22,0.39,0.36,n,2,290.25,0.89,N,2.0,2026-02-01 20:11:00
21.37628,81.68076,317.72,0.39,0.36,n,2,293.17,1.6,N,2.0,2026-02-01 20:11:00
21.37958,81.68134,307.89,0.39,0.36,n,2,290.95,1.6,N,2.0,2026-02-01 20:11:00
21.38358,81.65553,301.55,0.39,0.36,n,2,290.75,1.16,N,2.0,2026-02-01 20:11:00
21.39348,81.65728,299.77,0.39,0.36,n,2,288.05,0.28,N,0.0,2026-02-01 20:11:00
21.4595,81.80103,300.78,0.38,0.36,n,2,289.32,0.2,N,0.0,2026-02-01 20:11:00
21.46908,81.84815,300.12,0.38,0.36,n,2,288.42,0.4,N,0.0,2026-02-01 20:11:00
21.4883,81.76828,314.04,0.38,0.36,n,2,290.91,1.69,N,2.0,2026-02-01 20:11:00
21.54533,81.94859,304.17,0.38,0.36,n,2,290.25,0.49,N,2.0,2026-02-01 20:11:00
21.562,81.75472,302.82,0.39,0.36,n,2,289.88,0.79,N,0.0,2026-02-01 20:11:00
21.57776,82.02251,307.87,0.38,0.36,n,2,292.92,1.73,N,2.0,2026-02-01 20:11:00
21.62392,81.79228,298.54,0.38,0.36,n,2,285.45,0.25,N,0.0,2026-02-01 20:11:00
21.63199,82.11066,302.32,0.38,0.36,n,2,290.25,0.6,N,2.0,2026-02-01 20:11:00
21.67443,84.04083,301.57,0.41,0.37,n,2,290.14,2.42,N,2.0,2026-02-01 20:11:00
21.67846,84.03761,332.42,0.41,0.37,n,2,293.12,2.42,N,2.0,2026-02-01 20:11:00
21.68119,84.04214,308.89,0.41,0.37,n,2,291.78,1.67,N,2.0,2026-02-01 20:11:00
21.73114,82.21553,306.77,0.38,0.36,n,2,291.15,1.11,N,2.0,2026-02-01 20:11:00
21.73173,82.21185,299.74,0.38,0.36,n,2,288.26,0.86,N,2.0,2026-02-01 20:11:00
21.73332,83.98707,300.96,0.41,0.37,n,2,290.12,1.37,N,2.0,2026-02-01 20:11:00
21.73464,83.97932,303.56,0.41,0.37,n,2,289.08,0.56,N,2.0,2026-02-01 20:11:00
21.74709,83.81493,338.42,0.4,0.37,n,2,292.85,4.35,N,0.0,2026-02-01 20:11:00
21.74945,83.9741,325.62,0.41,0.37,n,2,291.42,2.39,N,0.0,2026-02-01 20:11:00
21.75282,83.97474,300.78,0.41,0.37,n,2,290.45,0.51,N,0.0,2026-02-01 20:11:00
21.75491,83.83952,302.83,0.4,0.37,n,2,290.12,0.83,N,2.0,2026-02-01 20:11:00
21.75502,84.02333,305.74,0.41,0.37,n,2,292.92,1.77,N,2.0,2026-02-01 20:11:00
21.75761,83.84402,315.06,0.4,0.37,n,2,291.47,1.59,N,2.0,2026-02-01 20:11:00
21.75839,84.02399,302.65,0.41,0.37,n,2,292.05,1.58,N,2.0,2026-02-01 20:11:00
21.76243,84.02074,312.59,0.41,0.37,n,2,293.93,1.58,N,2.0,2026-02-01 20:11:00
21.76514,84.02529,326.04,0.41,0.37,n,2,290.92,1.92,N,2.0,2026-02-01 20:11:00
21.76553,83.8177,303.01,0.4,0.37,n,2,292.04,0.63,N,2.0,2026-02-01 20:11:00
21.7658,84.0214,301.4,0.41,0.37,n,2,290.31,1.92,N,2.0,2026-02-01 20:11:00
21.76646,84.01752,322.81,0.41,0.37,n,2,294.16,1.66,N,2.0,2026-02-01 20:11:00
21.76889,83.81834,301.56,0.4,0.37,n,2,290.48,0.63,N,2.0,2026-02-01 20:11:00
21.76983,84.01817,310.5,0.41,0.37,n,2,293.23,1.66,N,2.0,2026-02-01 20:11:00
21.77255,84.02271,301.59,0.41,0.37,n,2,289.52,0.56,N,2.0,2026-02-01 20:11:00
21.7732,84.01882,300.25,0.41,0.37,n,2,289.75,0.94,N,2.0,2026-02-01 20:11:00
21.77365,83.83118,301.93,0.4,0.37,n,2,291.58,1.25,N,2.0,2026-02-01 20:11:00
21.77635,83.83569,301.31,0.4,0.37,n,2,290.07,0.75,N,2.0,2026-02-01 20:11:00
21.77971,83.83633,306.19,0.4,0.37,n,2,291.09,0.75,N,2.0,2026-02-01 20:11:00
21.78036,83.83248,304.37,0.4,0.37,n,2,291.23,0.75,N,2.0,2026-02-01 20:11:00
21.80293,82.03906,301.69,0.38,0.36,n,2,289.76,0.66,N,2.0,2026-02-01 20:11:00
21.8189,83.99556,302.67,0.41,0.37,n,2,290.57,0.74,N,2.0,2026-02-01 20:11:00
21.82168,83.89607,302.68,0.4,0.37,n,2,292.59,1.26,N,0.0,2026-02-01 20:11:00
21.82227,83.99621,300.13,0.41,0.37,n,2,289.41,0.74,N,2.0,2026-02-01 20:11:00
21.83986,83.98242,301.02,0.41,0.37,n,2,289.99,0.9,N,0.0,2026-02-01 20:11:00
21.85998,83.9663,309.99,0.4,0.37,n,2,291.05,1.75,N,2.0,2026-02-01 20:11:00
21.8778,83.49681,305.7,0.4,0.37,n,2,289.15,1.22,N,2.0,2026-02-01 20:11:00
21.8784,83.55552,309.75,0.4,0.37,n,2,289.74,1.38,N,2.0,2026-02-01 20:11:00
21.87965,83.54794,302.52,0.4,0.37,n,2,288.32,0.66,N,2.0,2026-02-01 20:11:00
21.91536,83.35217,305.55,0.39,0.36,n,2,290.43,0.76,N,2.0,2026-02-01 20:11:00
21.91868,83.35279,312.32,0.39,0.36,n,2,294.42,1.62,N,2.0,2026-02-01 20:11:00
21.91929,83.34903,314.97,0.39,0.36,n,2,291.7,1.62,N,2.0,2026-02-01 20:11:00
21.922,83.35342,303.14,0.39,0.36,n,2,291.98,1.62,N,2.0,2026-02-01 20:11:00
21.92262,83.34966,330.08,0.39,0.36,n,2,296.7,1.62,N,2.0,2026-02-01 20:11:00
21.92779,83.339,319.68,0.39,0.36,n,2,293.78,2.02,N,3.0,2026-02-01 20:11:00
21.96857,82.06821,301.42,0.38,0.36,n,2,288.34,0.67,N,0.0,2026-02-01 20:11:00
21.9859,83.233,315.85,0.39,0.36,n,2,292.74,1.85,N,2.0,2026-02-01 20:11:00
21.98811,83.36497,297.2,0.39,0.36,n,2,287.07,0.37,N,2.0,2026-02-01 20:11:00
22.00227,82.66999,302.03,0.39,0.36,n,2,291.29,1.26,N,2.0,2026-02-01 20:11:00
22.00286,82.6663,303.66,0.39,0.36,n,2,288.28,1.26,N,2.0,2026-02-01 20:11:00
22.00556,82.6706,323.37,0.39,0.36,n,2,292.4,1.26,N,2.0,2026-02-01 20:11:00
22.01808,83.75735,308.49,0.4,0.37,n,2,290.56,1.29,N,0.0,2026-02-01 20:11:00
22.01878,82.17973,302.09,0.38,0.36,n,2,288.58,0.86,N,0.0,2026-02-01 20:11:00
22.01937,83.74967,308.11,0.4,0.37,n,2,290.24,1.95,N,0.0,2026-02-01 20:11:00
22.01961,83.33988,299.98,0.39,0.36,n,2,288.83,0.95,N,0.0,2026-02-01 20:11:00
22.03068,83.74395,300.63,0.4,0.37,n,2,289.82,1.39,N,2.0,2026-02-01 20:11:00
22.0325,83.36559,307.22,0.39,0.36,n,2,290.41,0.94,N,2.0,2026-02-01 20:11:00
22.03312,83.36182,304.12,0.39,0.36,n,2,290.29,0.94,N,2.0,2026-02-01 20:11:00
22.03374,83.35806,298.98,0.39,0.36,n,2,288.88,2.04,N,2.0,2026-02-01 20:11:00
22.03829,83.35115,323.38,0.39,0.36,n,2,292.38,2.51,N,2.0,2026-02-01 20:11:00
22.03864,83.7376,323.89,0.4,0.37,n,2,290.67,2.86,N,2.0,2026-02-01 20:11:00
22.03928,83.73377,343.04,0.4,0.37,n,2,295.1,4.37,N,2.0,2026-02-01 20:11:00
22.03992,83.72995,347.99,0.4,0.37,n,2,297.99,4.37,N,2.0,2026-02-01 20:11:00
22.04056,83.72614,307.1,0.4,0.37,n,2,287.95,1.98,N,2.0,2026-02-01 20:11:00
22.04198,83.73825,313.91,0.4,0.37,n,2,295.26,2.86,N,2.0,2026-02-01 20:11:00
22.04262,83.73442,320.73,0.4,0.37,n,2,294.36,4.37,N,2.0,2026-02-01 20:11:00
22.04326,83.73061,335.38,0.4,0.37,n,2,296.98,4.37,N,2.0,2026-02-01 20:11:00
22.0439,83.72678,325.08,0.4,0.37,n,2,289.5,1.98,N,2.0,2026-02-01 20:11:00
22.05854,83.7217,306.57,0.4,0.37,n,2,289.39,0.88,N,0.0,2026-02-01 20:11:00
22.06506,83.70325,308.95,0.4,0.37,n,2,285.62,1.5,N,2.0,2026-02-01 20:11:00
22.07226,83.34917,299.61,0.39,0.36,n,2,288.38,0.43,N,0.0,2026-02-01 20:11:00
22.1552,82.09303,298.5,0.38,0.36,n,2,282.12,0.71,N,0.0,2026-02-01 20:11:00
22.18795,82.12173,295.56,0.38,0.36,n,2,281.3,0.47,N,0.0,2026-02-01 20:11:00
22.31113,82.52744,296.25,0.38,0.36,n,2,279.57,0.77,N,2.0,2026-02-01 20:11:00
22.31172,82.52374,304.46,0.38,0.36,n,2,283.76,0.77,N,2.0,2026-02-01 20:11:00
22.31384,82.53175,298.14,0.38,0.36,n,2,278.8,0.35,N,2.0,2026-02-01 20:11:00
22.31619,82.51695,300.78,0.38,0.36,n,2,283.29,0.83,N,2.0,2026-02-01 20:11:00
22.3163,82.55885,295.59,0.38,0.36,n,2,281.85,0.62,N,2.0,2026-02-01 20:11:00
22.31654,82.53606,302.4,0.38,0.36,n,2,279.9,0.67,N,2.0,2026-02-01 20:11:00
22.31713,82.53235,302.59,0.38,0.36,n,2,282.67,0.67,N,2.0,2026-02-01 20:11:00
22.31772,82.52865,298.67,0.38,0.36,n,2,283.32,0.71,N,2.0,2026-02-01 20:11:00
22.32087,82.59396,300.61,0.38,0.36,n,2,285.47,0.71,N,2.0,2026-02-01 20:11:00
22.32263,82.58286,303.25,0.38,0.36,n,2,288.11,0.76,N,0.0,2026-02-01 20:11:00
22.32491,82.67471,299.43,0.38,0.36,n,2,286.76,0.78,N,0.0,2026-02-01 20:11:00
22.32956,82.60317,295.81,0.38,0.36,n,2,283.51,0.54,N,2.0,2026-02-01 20:11:00
22.33088,82.53107,299.06,0.38,0.36,n,2,285.24,0.51,N,2.0,2026-02-01 20:11:00
22.33098,82.57298,314.13,0.38,0.36,n,2,285.88,1.26,N,2.0,2026-02-01 20:11:00
22.33285,82.60378,303.72,0.38,0.36,n,2,285.99,0.91,N,2.0,2026-02-01 20:11:00
22.3534,82.30312,296.35,0.38,0.36,n,2,274.43,0.79,N,2.0,2026-02-01 20:11:00
22.35669,82.30371,301.5,0.38,0.36,n,2,277.54,0.79,N,2.0,2026-02-01 20:11:00
22.35727,82.30002,317.79,0.38,0.36,n,2,277.13,1.89,N,2.0,2026-02-01 20:11:00
22.35998,82.30431,314.18,0.38,0.36,n,2,276.97,1.5,N,2.0,2026-02-01 20:11:00
22.36057,82.30061,297.77,0.38,0.36,n,2,277.07,0.54,N,2.0,2026-02-01 20:11:00
22.36386,82.30122,297.45,0.38,0.36,n,2,274.92,0.54,N,2.0,2026-02-01 20:11:00
17.8969,80.22696,301.66,0.39,0.36,n,2,288.98,0.7,N,0.0,2026-02-01 20:12:00
17.95704,80.78531,309.13,0.39,0.36,n,2,293.66,0.79,N,2.0,2026-02-01 20:12:00
17.9576,80.78171,305.3,0.39,0.36,n,2,292.96,0.79,N,2.0,2026-02-01 20:12:00
17.95809,80.80033,308.15,0.39,0.36,n,2,293.79,1.1,N,0.0,2026-02-01 20:12:00
17.96881,83.15183,304.89,0.41,0.37,n,2,287.84,1.15,N,0.0,2026-02-01 20:12:00
18.445,83.72589,315.18,0.42,0.38,n,2,285.75,2.07,N,0.0,2026-02-01 20:12:00
19.09138,82.1712,300.2,0.39,0.36,n,2,288.12,1.34,N,2.0,2026-02-01 20:12:00
19.09197,82.16756,299.11,0.39,0.36,n,2,288.48,0.66,N,2.0,2026-02-01 20:12:00
19.09527,82.16815,329.71,0.39,0.36,n,2,292.66,1.91,N,2.0,2026-02-01 20:12:00
19.09858,82.16874,327.86,0.39,0.36,n,2,289.77,1.91,N,2.0,2026-02-01 20:12:00
19.09916,82.1651,299.56,0.39,0.36,n,2,287.6,1.91,N,2.0,2026-02-01 20:12:00
19.10187,82.16933,304.43,0.39,0.36,n,2,290.13,1.46,N,2.0,2026-02-01 20:12:00
19.10246,82.1657,333.97,0.39,0.36,n,2,289.71,1.46,N,2.0,2026-02-01 20:12:00
19.10576,82.16628,299.6,0.39,0.36,n,2,288.37,1.46,N,2.0,2026-02-01 20:12:00
18.06824,82.08805,336.51,0.43,0.46,n,2,298.51,3.12,D,0.0,2026-02-02 07:22:00
18.08278,82.44866,338.02,0.41,0.45,n,2,300.49,3.47,D,0.0,2026-02-02 07:22:00
18.12107,82.35659,335.67,0.42,0.45,n,2,303.24,2.76,D,0.0,2026-02-02 07:22:00
18.12391,82.35649,334.46,0.42,0.45,n,2,300.85,2.35,D,0.0,2026-02-02 07:22:00
18.12685,82.37222,338.13,0.42,0.45,n,2,309.95,3.68,D,0.0,2026-02-02 07:22:00
18.13614,80.61957,342.17,0.54,0.5,n,2,300.89,5.31,D,0.0,2026-02-02 07:22:00
18.1591,81.84776,330.09,0.45,0.47,n,2,302.89,2.94,D,0.0,2026-02-02 07:22:00
18.5689,84.18575,335.41,0.49,0.4,n,2,303.76,9.03,D,0.0,2026-02-02 07:22:00
18.67031,82.97038,336.77,0.56,0.43,n,2,302.99,4.94,D,0.0,2026-02-02 07:22:00
18.69199,82.1793,339.1,0.42,0.45,n,2,303.09,3.75,D,0.0,2026-02-02 07:22:00
18.71168,82.03063,335.95,0.43,0.46,n,2,301.57,5.73,D,0.0,2026-02-02 07:22:00
18.71347,82.03088,344.3,0.43,0.46,n,2,300.68,5.4,D,0.0,2026-02-02 07:22:00
18.71355,82.63496,339.21,0.39,0.44,n,2,304.38,4.02,D,0.0,2026-02-02 07:22:00
18.71423,82.63859,335.92,0.39,0.44,n,2,304.61,4.3,D,0.0,2026-02-02 07:22:00
18.71631,82.63783,340.81,0.39,0.44,n,2,306.06,5.09,D,0.0,2026-02-02 07:22:00
18.72953,80.45121,334.04,0.54,0.51,n,2,301.06,5.4,D,0.0,2026-02-02 07:22:00
18.72984,80.45406,354.27,0.54,0.5,n,2,302.7,12.77,D,0.0,2026-02-02 07:22:00
18.73041,80.45583,341.26,0.54,0.5,n,2,301.84,7.87,D,0.0,2026-02-02 07:22:00
18.74257,80.44627,350.57,0.54,0.5,n,2,307.77,49.97,D,0.0,2026-02-02 07:22:00
18.74319,80.44802,355.54,0.54,0.51,n,2,304.48,22.27,D,0.0,2026-02-02 07:22:00
18.76807,80.35778,350.46,0.54,0.51,n,2,302.55,8.1,D,0.0,2026-02-02 07:22:00
18.77262,80.35661,340.77,0.54,0.51,n,2,298.48,8.1,D,0.0,2026-02-02 07:22:00
18.90775,82.50492,330.39,0.4,0.44,n,2,302.81,2.62,D,0.0,2026-02-02 07:22:00
18.98087,83.34663,332.43,0.53,0.42,n,2,303.69,5.3,D,0.0,2026-02-02 07:22:00
19.0791,82.66308,333.6,0.39,0.44,n,2,304.62,3.65,D,0.0,2026-02-02 07:22:00
19.09295,82.17018,342.81,0.41,0.45,n,2,306.17,10.39,D,2.0,2026-02-02 07:22:00
19.09702,82.16933,336.81,0.41,0.45,n,2,304.63,4.24,D,2.0,2026-02-02 07:22:00
19.29928,81.66733,348.5,0.44,0.46,n,2,308.47,22.43,D,0.0,2026-02-02 07:23:00
