cluster_id,detection_count,first_seen,last_seen,centroid_lat,centroid_lon,nearest_industrial_distance_m,nearest_industrial_type,months_active,recurrence_rate,frp_mean,frp_std,frp_cv
87,6,2025-11-20 07:10:00,2025-11-21 08:32:00,23.424695,80.25095833333334,225473.22954507032,landuse=industrial,1.0,6.0,3.465,0.3009152704666216,0.08684423390090089
88,8,2025-11-20 19:38:00,2026-03-23 19:34:00,22.18697875,82.1216,5875.001929739842,landuse=industrial,4.066666666666666,1.9672131147540983,0.55,0.17402791237532644,0.31641438613695716
89,6,2025-11-22 08:13:00,2026-04-09 08:27:00,23.451255,80.23653833333333,228283.35802328924,landuse=industrial,4.6,1.3043478260869563,4.82,1.8452425314846825,0.38283040072296315
90,7,2025-11-23 07:54:00,2026-04-11 20:18:00,23.45667857142857,80.18041857142858,233347.39628169432,landuse=industrial,4.633333333333334,1.5107913669064748,1.52,1.3125420628180517,0.8635145150118761
91,8,2025-11-29 20:10:00,2026-03-22 19:53:00,21.55774125,81.86447,20606.30343383256,power=generator,3.733333333333333,2.142857142857143,0.585,0.17012600372329076,0.2908136815782748
92,65,2025-11-29 20:10:00,2026-05-29 20:19:00,22.336380923076923,82.55407661538462,2845.2750863074352,landuse=industrial,6.033333333333333,10.773480662983426,1.6687692307692308,0.9189081627336115,0.5506502311946598
93,6,2025-11-30 07:22:00,2026-04-10 08:08:00,21.33582,82.03700166666667,24657.01576000369,landuse=industrial,4.366666666666666,1.3740458015267176,8.18,3.4078321554912296,0.41660539798181295
94,6,2025-11-30 07:22:00,2026-05-22 08:21:00,22.15791833333333,81.89894833333334,9417.858521329685,landuse=industrial,5.766666666666667,1.0404624277456649,6.390000000000001,3.532908150518493,0.5528807747290286
95,5,2025-11-12 07:59:00,2026-04-08 07:05:00,21.84656,81.50822600000001,44529.56341199573,power=plant,4.866666666666666,1.0273972602739727,4.744,1.7240156611817654,0.36340970935534683
96,18,2025-12-01 19:32:00,2026-05-20 19:47:00,22.32423111111111,82.67333722222222,12031.71487004115,landuse=industrial,5.666666666666667,3.176470588235294,1.058888888888889,0.9843653607267441,0.9296210122288243
97,5,2025-12-01 07:03:00,2026-05-29 07:50:00,21.727686,81.739432,32893.27654969763,power=generator,5.966666666666667,0.8379888268156425,7.35,3.961735730711982,0.5390116640424466
98,6,2025-11-30 07:22:00,2026-04-10 08:08:00,21.803498333333334,81.66092,41605.67554696976,landuse=industrial,4.366666666666666,1.3740458015267176,5.368333333333333,1.6814804984497045,0.313222073601311
99,8,2025-12-09 07:53:00,2025-12-23 06:51:00,20.775865,81.75911,33134.28540214839,landuse=industrial,1.0,8.0,9.89375,2.39954720431049,0.2425316188816667
100,5,2025-12-09 07:54:00,2026-05-22 08:21:00,20.796654,81.188806,25602.586864193818,power=plant,5.466666666666667,0.9146341463414634,11.184000000000001,5.60701168181412,0.5013422462280149
101,9,2025-12-09 07:54:00,2026-05-22 08:21:00,20.85772111111111,81.92652444444444,32611.5411878958,landuse=industrial,5.466666666666667,1.646341463414634,12.835555555555555,6.8538166577300395,0.5339711731264747
102,6,2025-12-09 07:54:00,2026-05-20 07:18:00,20.863396666666667,81.25577,23810.84978255752,landuse=industrial,5.366666666666666,1.1180124223602486,4.723333333333334,1.2424921193579725,0.26305408313859685
103,45,2025-12-09 07:54:00,2026-05-31 07:12:00,20.85824755555556,81.96238444444444,33534.711243374324,landuse=industrial,5.733333333333333,7.848837209302325,8.330666666666666,9.559966574684813,1.1475632091891181
104,30,2025-12-09 07:54:00,2026-05-29 20:19:00,20.88715733333333,82.14254299999999,49764.47518286247,landuse=industrial,5.7,5.263157894736842,10.878666666666668,7.199241211613104,0.6617760643105561
105,5,2025-12-09 07:54:00,2025-12-20 07:48:00,20.972666,81.919072,24199.842926401387,landuse=industrial,1.0,5.0,7.3420000000000005,1.7435222969609532,0.23747239130495137
106,15,2025-12-09 07:54:00,2026-05-21 08:40:00,21.010431333333333,81.96773066666667,27567.877569030315,landuse=industrial,5.433333333333334,2.7607361963190185,9.5,4.680724913331878,0.4927078856138819
107,10,2025-12-09 07:54:00,2026-05-29 07:50:00,21.052685,82.195232,46693.458839197054,landuse=industrial,5.666666666666667,1.7647058823529411,7.7909999999999995,1.867573886683529,0.23970913704062752
108,5,2025-12-09 07:54:00,2025-12-23 06:51:00,21.062014,81.081886,3017.189985864685,man_made=works,1.0,5.0,12.276,11.089573030554421,0.9033539451412855
109,10,2025-12-09 07:54:00,2026-05-28 08:09:00,21.307572,82.074513,28826.337385958,landuse=industrial,5.666666666666667,1.7647058823529411,6.787000000000001,1.8224589615864235,0.268522021745458
110,15,2025-12-09 07:54:00,2026-05-31 07:12:00,21.335368000000003,82.15394333333333,36428.51216122996,landuse=industrial,5.733333333333333,2.6162790697674416,10.44,5.9660659447531135,0.5714622552445511
111,5,2025-12-09 07:54:00,2026-01-30 08:20:00,21.43658,81.817962,9289.78191283308,landuse=industrial,1.7333333333333334,2.8846153846153846,3.752,1.0745557221475304,0.28639544833356356
112,6,2025-12-09 07:54:00,2026-03-29 08:33:00,21.682835,82.39933333333333,27845.13651664809,landuse=industrial,3.6666666666666665,1.6363636363636365,6.968333333333334,1.1983725074728087,0.17197405034290483
113,13,2025-12-09 07:54:00,2026-04-02 07:18:00,22.007664615384616,82.84170076923077,36023.22552671421,power=generator,3.7666666666666666,3.4513274336283186,6.633846153846154,5.198305073870293,0.7836035013951045
114,6,2025-12-09 20:22:00,2026-05-29 20:19:00,22.33756333333333,82.66626333333333,12710.860957723911,landuse=industrial,5.666666666666667,1.0588235294117647,0.8533333333333334,0.44125578372035723,0.5170966215472936
115,5,2025-12-10 07:35:00,2026-05-29 20:19:00,20.879568,82.156838,50720.28803300951,landuse=industrial,5.666666666666667,0.8823529411764706,2.352,3.4505245977966883,1.4670597779747825
116,5,2025-12-10 07:35:00,2026-05-21 08:40:00,20.982846,82.01939999999999,33282.545831266485,landuse=industrial,5.4,0.9259259259259258,5.36,2.2116283593768644,0.4126172312270269
117,5,2025-12-10 07:35:00,2025-12-13 08:19:00,21.042888,82.056792,34343.04810501117,landuse=industrial,1.0,5.0,5.368,1.686377774995864,0.3141538328978882
118,9,2025-12-10 07:35:00,2025-12-12 06:57:00,21.115042222222225,82.0292688888889,27993.50174920744,landuse=industrial,1.0,9.0,5.4911111111111115,2.0105064315020504,0.3661383626774272
119,5,2025-12-10 07:35:00,2025-12-22 07:10:00,21.143076,82.34902,59802.563023658375,landuse=industrial,1.0,5.0,7.006,4.232804035152111,0.6041684320799473
120,12,2025-12-10 07:35:00,2026-05-31 07:12:00,21.23526833333333,82.222795,46252.084689105,landuse=industrial,5.7,2.1052631578947367,8.626666666666667,3.288822207896242,0.38123905037437117
121,5,2025-12-10 07:35:00,2025-12-12 06:57:00,21.261324,82.339344,56702.41661229452,landuse=industrial,1.0,5.0,4.1579999999999995,2.641102042708687,0.6351856764571158
122,8,2025-12-10 07:35:00,2026-04-10 08:08:00,21.30127625,81.9688225,18159.42253175805,landuse=industrial,4.033333333333333,1.9834710743801651,3.88,2.029144788187519,0.5229754608730719
