latitude,longitude,bright_ti4,scan,track,confidence,version,bright_ti5,frp,daynight,type,acq_DateTime,x_m,y_m,cluster_id,centroid_lat,centroid_lon,detection_count
22.03607,82.4725,330.6,0.45,0.39,n,2,300.85,2.23,D,0.0,2025-12-21 07:29:00,32433.91083048127,2443760.4292470017,-1,22.03607,82.4725,
22.03671,82.56039,332.52,0.44,0.39,n,2,301.56,3.02,D,0.0,2025-12-21 07:29:00,41525.875153189874,2443563.9917463236,-1,22.03671,82.56039,
22.0368,83.7322,332.63,0.41,0.37,n,2,299.9,6.74,D,2.0,2025-12-21 07:29:00,162649.7168907242,2440512.4244870353,32,22.03915821029083,83.73498888888889,1341.0
22.03744,83.73609,337.56,0.41,0.37,n,2,302.33,7.8,D,2.0,2025-12-21 07:29:00,163053.13189344562,2440574.7423991947,32,22.03915821029083,83.73498888888889,1341.0
22.03745,82.56463,327.58,0.44,0.39,n,2,301.04,3.02,D,0.0,2025-12-21 07:29:00,41966.758204787446,2443633.3094255403,-1,22.03745,82.56463,
22.04017,83.73156,353.95,0.41,0.37,n,2,308.92,6.74,D,2.0,2025-12-21 07:29:00,162591.5973981768,2440887.2939409204,32,22.03915821029083,83.73498888888889,1341.0
22.04081,83.73544,350.35,0.41,0.37,n,2,308.98,7.8,D,2.0,2025-12-21 07:29:00,162993.97041304654,2440949.631280095,32,22.03915821029083,83.73498888888889,1341.0
22.04153,82.97592,332.68,0.43,0.38,n,2,299.41,3.02,D,0.0,2025-12-21 07:29:00,84505.0573474653,2442905.5861868067,-1,22.04153,82.97592,
22.04353,83.73091,348.33,0.41,0.37,n,2,306.22,8.84,D,2.0,2025-12-21 07:29:00,162532.4253236549,2441261.0780989975,32,22.03915821029083,83.73498888888889,1341.0
22.04562,82.52792,338.55,0.44,0.39,n,2,302.92,5.54,D,0.0,2025-12-21 07:29:00,38196.83026088157,2444650.5698992526,-1,22.04562,82.52792,
22.0541,82.53505,335.13,0.44,0.39,n,2,300.76,3.54,D,0.0,2025-12-21 07:29:00,38961.75588608708,2445569.6266963035,-1,22.0541,82.53505,
22.06026,81.32767,328.33,0.5,0.41,n,2,299.96,1.85,D,0.0,2025-12-21 07:29:00,-85946.79595427483,2450415.07965854,-1,22.06026,81.32767,
22.06137,82.57742,332.64,0.44,0.39,n,2,302.84,2.21,D,0.0,2025-12-21 07:29:00,43366.50270019221,2446248.202145157,-1,22.06137,82.57742,
22.06225,82.75079,332.43,0.44,0.38,n,2,301.22,3.36,D,0.0,2025-12-21 07:29:00,61293.979729947576,2445835.3218126874,-1,22.06225,82.75079,
22.06904,82.3459,335.67,0.45,0.39,n,2,303.83,3.47,D,0.0,2025-12-21 07:29:00,19450.89737247047,2447812.9984113546,-1,22.06904,82.3459,
22.06978,82.35023,345.83,0.45,0.39,n,2,303.45,4.57,D,0.0,2025-12-21 07:29:00,19901.20133088046,2447881.4110723333,-1,22.06978,82.35023,
22.07538,82.57466,331.61,0.44,0.39,n,2,300.58,2.79,D,0.0,2025-12-21 07:29:00,43126.31021648686,2447810.5648762337,-1,22.07538,82.57466,
22.07715,82.39345,331.7,0.45,0.39,n,2,301.21,1.87,D,0.0,2025-12-21 07:29:00,24395.50379155745,2448563.127438253,-1,22.07715,82.39345,
22.07876,82.91003,331.49,0.43,0.38,n,2,299.71,1.67,D,0.0,2025-12-21 07:29:00,77804.3538623185,2447215.362767334,-1,22.07876,82.91003,
22.08982,82.32088,333.28,0.45,0.39,n,2,300.95,3.29,D,0.0,2025-12-21 07:29:00,16934.306535788986,2450197.9838875677,-1,22.08982,82.32088,
22.09403,81.85684,335.8,0.48,0.4,n,2,299.37,5.94,D,0.0,2025-12-21 07:29:00,-31045.496946920874,2452216.305451404,-1,22.09403,81.85684,
22.0964,81.9778,342.23,0.47,0.4,n,2,299.51,5.37,D,0.0,2025-12-21 07:29:00,-18523.957079872314,2452060.7426374317,-1,22.0964,81.9778,
22.10479,82.25954,329.22,0.46,0.39,n,2,301.82,1.95,D,0.0,2025-12-21 07:29:00,10643.09821814124,2452055.6010999647,-1,22.10479,82.25954,
22.10644,81.86372,341.77,0.47,0.4,n,2,300.02,4.41,D,0.0,2025-12-21 07:29:00,-30287.1523524262,2453569.8446528357,-1,22.10644,81.86372,
22.11481,82.33829,337.45,0.45,0.39,n,2,302.65,5.01,D,0.0,2025-12-21 07:29:00,18819.63370520901,2452915.367730417,-1,22.11481,82.33829,
22.12906,83.22739,334.93,0.42,0.38,n,2,298.96,2.93,D,0.0,2025-12-21 07:29:00,110738.5161226794,2451944.477126588,-1,22.12906,83.22739,
22.12929,83.22687,330.9,0.42,0.38,n,2,299.07,2.96,D,0.0,2025-12-21 07:29:00,110685.439529458,2451971.309376053,-1,22.12929,83.22687,
22.13219,82.22701,330.84,0.46,0.39,n,2,300.28,8.79,D,0.0,2025-12-21 07:29:00,7375.031791687245,2455201.3709497033,-1,22.13219,82.22701,
22.13466,81.98405,333.82,0.47,0.4,n,2,302.0,5.47,D,0.0,2025-12-21 07:29:00,-17737.148961317667,2456286.0143058994,-1,22.13466,81.98405,
22.13601,81.98444,335.1,0.47,0.4,n,2,302.49,5.16,D,0.0,2025-12-21 07:29:00,-17691.86445371632,2456434.5225163386,-1,22.13601,81.98444,
22.14251,82.26556,339.87,0.46,0.39,n,2,302.5,3.49,D,0.0,2025-12-21 07:29:00,11396.114648029208,2456221.6206105896,-1,22.14251,82.26556,
22.14286,81.46894,329.53,0.5,0.41,n,2,295.92,2.91,D,0.0,2025-12-21 07:29:00,-70986.26131996978,2459049.8375596087,-1,22.14286,81.46894,
22.14328,82.35498,332.65,0.45,0.39,n,2,302.37,3.43,D,0.0,2025-12-21 07:29:00,20641.780455228407,2456021.2499088156,-1,22.14328,82.35498,
22.1529,82.1549,339.55,0.46,0.39,n,2,302.6,4.16,D,0.0,2025-12-21 07:29:00,-6.7875265449984,2457735.943273218,-1,22.1529,82.1549,
22.15509,82.0083,328.81,0.47,0.39,n,2,301.44,2.72,D,0.0,2025-12-21 07:29:00,-15154.868900664616,2458470.8340254636,-1,22.15509,82.0083,
22.16148,82.00242,336.11,0.47,0.39,n,2,301.61,3.2,D,0.0,2025-12-21 07:29:00,-15739.414515937911,2459200.109176891,-1,22.16148,82.00242,
22.16655,82.1572,339.67,0.46,0.39,n,2,304.98,4.28,D,0.0,2025-12-21 07:29:00,279.38673165324144,2459243.1311947806,-1,22.16655,82.1572,
22.1679,82.15645,334.43,0.46,0.39,n,2,304.9,4.28,D,0.0,2025-12-21 07:29:00,206.6527109395247,2459395.4238271974,-1,22.1679,82.15645,
22.17108,82.19663,332.84,0.46,0.39,n,2,303.58,2.42,D,0.0,2025-12-21 07:29:00,4370.941783607006,2459616.064223771,-1,22.17108,82.19663,
22.17348,82.19659,339.08,0.46,0.39,n,2,304.76,5.7,D,0.0,2025-12-21 07:29:00,4375.25378111779,2459882.5203643707,-1,22.17348,82.19659,
22.17675,82.1733,328.18,0.46,0.39,n,2,301.02,1.13,D,0.0,2025-12-21 07:29:00,1979.6281155791366,2460321.9294539243,-1,22.17675,82.1733,
22.18031,82.17259,335.21,0.46,0.39,n,2,302.81,3.67,D,0.0,2025-12-21 07:29:00,1918.8405047935667,2460719.3275967604,-1,22.18031,82.17259,
22.18829,82.0707,332.86,0.46,0.39,n,2,303.75,3.99,D,0.0,2025-12-21 07:29:00,-8583.58680130972,2461944.3227717183,-1,22.18829,82.0707,
22.19224,82.15662,332.08,0.46,0.39,n,2,301.63,1.27,D,0.0,2025-12-21 07:29:00,310.6330642289249,2462095.9566180385,-1,22.19224,82.15662,
22.1972,81.93033,331.85,0.47,0.4,n,2,299.85,2.97,D,0.0,2025-12-21 07:29:00,-23060.050610980834,2463412.7098146905,-1,22.1972,81.93033,
22.20799,81.92818,332.4,0.47,0.4,n,2,301.5,2.64,D,0.0,2025-12-21 07:29:00,-23242.122726898,2464617.8623195644,-1,22.20799,81.92818,
22.22417,82.50748,327.81,0.44,0.39,n,2,302.27,2.29,D,0.0,2025-12-21 07:29:00,36669.39580249705,2464519.927372786,-1,22.22417,82.50748,
22.23285,82.22094,329.82,0.46,0.39,n,2,304.65,2.94,D,0.0,2025-12-21 07:29:00,7100.087095816445,2466390.958976566,-1,22.23285,82.22094,
22.23821,82.18821,328.31,0.46,0.39,n,2,301.45,2.57,D,0.0,2025-12-21 07:29:00,3737.6600369916414,2467093.094596172,-1,22.23821,82.18821,
22.26391,83.06478,338.3,0.42,0.38,n,2,299.42,2.99,D,0.0,2025-12-21 07:29:00,94330.19540753955,2467322.4413569686,-1,22.26391,83.06478,
22.27193,82.6376,333.88,0.44,0.38,n,2,302.77,2.89,D,0.0,2025-12-21 07:29:00,50261.10602921806,2469423.893886957,-1,22.27193,82.6376,
22.3228,83.08247,331.37,0.42,0.38,n,2,300.47,2.42,D,0.0,2025-12-21 07:29:00,96325.47541914048,2473804.4329229183,-1,22.3228,83.08247,
22.32476,82.58812,337.42,0.44,0.38,n,2,306.66,4.22,D,2.0,2025-12-21 07:29:00,45324.358101002,2475432.630246444,73,22.32347818181818,82.58507170454546,88.0
22.4497,83.73921,330.98,0.4,0.37,n,2,298.77,2.87,D,0.0,2025-12-21 07:29:00,164360.78828665795,2486253.728685548,-1,22.4497,83.73921,
22.80855,81.95528,329.09,0.46,0.39,n,2,295.79,2.67,D,0.0,2025-12-21 07:29:00,-18188.31620638183,2531185.5323709594,-1,22.80855,81.95528,
23.16595,82.33829,331.92,0.44,0.38,n,2,301.25,4.43,D,2.0,2025-12-21 07:29:00,22480.603184389125,2569544.1881727055,16,23.16630988372093,82.33861888081395,688.0
23.16668,82.34254,338.33,0.44,0.38,n,2,301.44,4.43,D,2.0,2025-12-21 07:29:00,22919.21264872246,2569611.2058510752,16,23.16630988372093,82.33861888081395,688.0
23.1996,82.95921,336.43,0.42,0.38,n,2,297.7,1.53,D,0.0,2025-12-21 07:29:00,86266.91091272939,2571369.43762562,-1,23.1996,82.95921,
23.20301,82.95853,335.33,0.42,0.38,n,2,299.76,1.74,D,0.0,2025-12-21 07:29:00,86207.73213324865,2571749.525852147,-1,23.20301,82.95853,
23.376,83.00382,339.09,0.42,0.37,n,2,298.63,4.71,D,0.0,2025-12-21 07:29:00,91379.93525690085,2590803.9297382073,85,23.375912,83.005702,5.0
22.3133,82.527,305.02,0.45,0.39,n,2,288.11,1.43,N,2.0,2025-12-21 19:57:00,38978.62955268624,2474347.5088645313,13,22.31689147302905,82.5317620539419,482.0
22.31447,82.51839,302.97,0.45,0.39,n,2,286.86,1.46,N,2.0,2025-12-21 19:57:00,38093.7837004661,2474503.722251369,13,22.31689147302905,82.5317620539419,482.0
22.31506,82.51409,298.06,0.45,0.39,n,2,284.42,0.79,N,0.0,2025-12-21 19:57:00,37651.89626577962,2474582.3882778515,13,22.31689147302905,82.5317620539419,482.0
22.31624,82.53188,304.27,0.44,0.39,n,2,288.01,1.47,N,2.0,2025-12-21 19:57:00,39492.0077537981,2474658.695486819,13,22.31689147302905,82.5317620539419,482.0
22.31919,82.53676,302.34,0.44,0.39,n,2,286.16,0.74,N,2.0,2025-12-21 19:57:00,40005.3963349727,2474971.004824955,13,22.31689147302905,82.5317620539419,482.0
22.32035,82.5808,305.98,0.44,0.39,n,2,285.36,1.05,N,0.0,2025-12-21 19:57:00,44554.548918839195,2474965.603965317,73,22.32347818181818,82.58507170454546,88.0
22.32155,82.51956,317.63,0.45,0.39,n,2,287.9,2.29,N,0.0,2025-12-21 19:57:00,38237.919860735536,2475285.5346646262,13,22.31689147302905,82.5317620539419,482.0
22.32623,82.59044,307.59,0.44,0.39,n,2,288.91,2.42,N,2.0,2025-12-21 19:57:00,45568.565703962115,2475588.675183173,73,22.32347818181818,82.58507170454546,88.0
22.32683,82.58614,316.51,0.44,0.39,n,2,287.58,2.04,N,2.0,2025-12-21 19:57:00,45126.748788637924,2475668.2372006667,73,22.32347818181818,82.58507170454546,88.0
22.33151,82.60441,315.04,0.44,0.39,n,2,288.3,1.74,N,2.0,2025-12-21 19:57:00,47027.38958114816,2476132.1861854675,14,22.33174192857143,82.60500714285713,140.0
22.35836,82.30305,311.4,0.46,0.39,n,2,290.83,2.15,N,2.0,2025-12-21 19:57:00,16016.56611935317,2480051.151682028,8,22.35903025735294,82.30251974264706,272.0
22.36193,82.30364,298.0,0.46,0.39,n,2,286.16,0.85,N,2.0,2025-12-21 19:57:00,16089.838478885067,2480445.3658884354,8,22.35903025735294,82.30251974264706,272.0
22.36253,82.29924,311.44,0.46,0.39,n,2,285.26,1.08,N,2.0,2025-12-21 19:57:00,15637.820059167978,2480526.1405424615,8,22.35903025735294,82.30251974264706,272.0
22.61032,83.25969,296.63,0.42,0.38,n,2,281.78,0.59,N,0.0,2025-12-21 19:57:00,115402.12140880438,2505214.361739128,-1,22.61032,83.25969,
23.16283,82.33309,304.11,0.46,0.39,n,2,279.63,0.91,N,2.0,2025-12-21 19:57:00,21936.00821789395,2569215.1236272203,16,23.16630988372093,82.33861888081395,688.0
23.16521,82.34256,305.93,0.46,0.39,n,2,281.88,2.12,N,2.0,2025-12-21 19:57:00,22916.036932209216,2569448.033905764,16,23.16630988372093,82.33861888081395,688.0
23.16583,82.33809,329.14,0.46,0.39,n,2,283.3,2.12,N,2.0,2025-12-21 19:57:00,22459.657710899715,2569531.531552733,16,23.16630988372093,82.33861888081395,688.0
23.16644,82.33364,298.8,0.46,0.39,n,2,279.37,0.84,N,2.0,2025-12-21 19:57:00,22005.296995797136,2569613.868578274,16,23.16630988372093,82.33861888081395,688.0
23.1688,82.34318,306.7,0.46,0.39,n,2,282.63,2.12,N,2.0,2025-12-21 19:57:00,22992.40918437316,2569844.3294345653,16,23.16630988372093,82.33861888081395,688.0
18.9868,84.15829,302.32,0.39,0.36,n,2,288.05,0.42,N,0.0,2025-12-21 19:58:00,200789.38801731274,2101782.4021176095,-1,18.9868,84.15829,
19.09948,82.16869,315.06,0.43,0.38,n,2,286.56,2.03,N,2.0,2025-12-21 19:58:00,-8668.91812045261,2118863.8698014435,19,19.099955514018692,82.16712502336449,428.0
19.10295,82.16924,303.33,0.43,0.38,n,2,288.63,1.12,N,2.0,2025-12-21 19:58:00,-8600.253316071758,2119247.298969416,19,19.099955514018692,82.16712502336449,428.0
19.10355,82.16517,300.15,0.43,0.38,n,2,286.14,0.92,N,2.0,2025-12-21 19:58:00,-9027.72014091455,2119325.7551736417,19,19.099955514018692,82.16712502336449,428.0
19.10463,82.16817,305.17,0.43,0.38,n,2,288.76,1.13,N,2.0,2025-12-21 19:58:00,-8707.960907614965,2119436.835330355,19,19.099955514018692,82.16712502336449,428.0
19.1052,82.16409,312.28,0.43,0.38,n,2,284.6,1.18,N,2.0,2025-12-21 19:58:00,-9136.57029712497,2119511.995531325,19,19.099955514018692,82.16712502336449,428.0
20.04951,83.27996,295.46,0.4,0.37,n,2,284.5,0.37,N,0.0,2025-12-21 19:58:00,110775.55649699719,2221296.249436873,-1,20.04951,83.27996,
20.51963,81.45329,295.86,0.48,0.4,n,2,284.93,0.39,N,0.0,2025-12-21 19:58:00,-78973.99579723831,2278830.2046117056,-1,20.51963,81.45329,
21.18074,81.38485,332.84,0.49,0.4,n,2,292.47,4.06,N,3.0,2025-12-21 19:58:00,-83565.43237547926,2352505.7405180247,25,21.186994679665737,81.3881225626741,359.0
21.18443,81.38542,305.5,0.49,0.4,n,2,291.26,4.06,N,3.0,2025-12-21 19:58:00,-83491.49300260597,2352913.483905678,25,21.186994679665737,81.3881225626741,359.0
21.1875,81.39067,319.63,0.49,0.4,n,2,292.52,3.53,N,2.0,2025-12-21 19:58:00,-82932.48769020487,2353235.049410329,25,21.186994679665737,81.3881225626741,359.0
21.19016,81.19781,298.46,0.5,0.41,n,2,287.55,0.8,N,2.0,2025-12-21 19:58:00,-103014.19376418344,2354256.1777138487,35,21.190433333333335,81.19855151515152,33.0
21.19427,81.39648,305.15,0.49,0.4,n,2,289.24,1.63,N,2.0,2025-12-21 19:58:00,-82300.597678588,2353965.5174939493,25,21.186994679665737,81.3881225626741,359.0
21.19489,81.39181,302.14,0.49,0.4,n,2,289.99,1.79,N,2.0,2025-12-21 19:58:00,-82784.59824406356,2354051.6438177964,25,21.186994679665737,81.3881225626741,359.0
21.21302,82.13624,299.25,0.45,0.39,n,2,286.94,0.84,N,0.0,2025-12-21 19:58:00,-5215.0829117650865,2353495.435494354,55,21.21460870967742,82.1357814516129,62.0
21.2411,81.38458,299.69,0.49,0.4,n,2,289.22,1.06,N,2.0,2025-12-21 19:58:00,-83355.0547390338,2359211.0055944575,59,21.24072333333333,81.38530266666666,15.0
21.29459,81.59426,299.34,0.48,0.4,n,2,285.61,0.7,N,0.0,2025-12-21 19:58:00,-61319.69467040233,2364387.5610433863,44,21.294832307692307,81.59367038461538,26.0
21.30066,81.60459,311.07,0.48,0.4,n,2,287.62,1.09,N,2.0,2025-12-21 19:58:00,-60221.573301992496,2365024.670591143,0,21.30013488372093,81.60583081395349,86.0
21.30984,81.59194,307.48,0.48,0.4,n,2,288.95,0.89,N,2.0,2025-12-21 19:58:00,-61502.886269755196,2366089.2616919517,1,21.311168095238095,81.59012980952382,105.0
21.3436,81.67192,296.14,0.47,0.4,n,2,285.64,0.6,N,2.0,2025-12-21 19:58:00,-53053.76838843501,2369553.50890909,30,21.346436751592357,81.66661458598726,157.0
21.34398,81.66965,296.2,0.47,0.4,n,2,286.15,0.39,N,2.0,2025-12-21 19:58:00,-53288.46465208882,2369603.7183070835,30,21.346436751592357,81.66661458598726,157.0
21.34423,81.66737,305.34,0.47,0.4,n,2,285.2,0.91,N,2.0,2025-12-21 19:58:00,-53524.690921531874,2369639.5324920984,30,21.346436751592357,81.66661458598726,157.0
21.34458,81.66508,314.12,0.47,0.4,n,2,285.92,2.16,N,0.0,2025-12-21 19:58:00,-53761.579828042304,2369686.4889677707,30,21.346436751592357,81.66661458598726,157.0
21.34487,81.6628,299.36,0.47,0.4,n,2,285.43,0.91,N,0.0,2025-12-21 19:58:00,-53997.6545491257,2369726.75180849,30,21.346436751592357,81.66661458598726,157.0
21.36523,81.6777,301.44,0.47,0.4,n,2,288.83,1.17,N,2.0,2025-12-21 19:58:00,-52371.05341140425,2371934.7172763604,2,21.37351172413793,81.6796589367816,348.0
21.36526,81.64966,299.63,0.48,0.4,n,2,289.01,1.86,N,2.0,2025-12-21 19:58:00,-55287.29673860816,2372037.293778638,3,21.37309800925926,81.64323555555556,216.0
21.37237,82.54578,296.73,0.44,0.38,n,2,283.63,0.59,N,0.0,2025-12-21 19:58:00,37891.89710945566,2369914.8710289304,-1,21.37237,82.54578,
21.37617,81.67937,307.6,0.47,0.4,n,2,290.99,1.28,N,2.0,2025-12-21 19:58:00,-52156.14065543492,2373143.503073748,2,21.37351172413793,81.6796589367816,348.0
21.37622,81.65137,300.24,0.48,0.4,n,2,288.27,1.24,N,0.0,2025-12-21 19:58:00,-55067.922361930134,2373248.1677949317,60,21.375570416666665,81.65203708333333,24.0
21.37679,81.6748,298.42,0.47,0.4,n,2,287.85,1.28,N,0.0,2025-12-21 19:58:00,-52629.07034352189,2373228.483418417,2,21.37351172413793,81.6796589367816,348.0
21.37745,81.6422,299.18,0.48,0.4,n,2,288.81,1.32,N,2.0,2025-12-21 19:58:00,-56016.944974361686,2373417.316181112,3,21.37309800925926,81.64323555555556,216.0
21.37982,81.67994,307.9,0.47,0.4,n,2,289.16,1.08,N,2.0,2025-12-21 19:58:00,-52083.1053392475,2373546.754085775,2,21.37351172413793,81.6796589367816,348.0
21.3829,81.65708,300.65,0.48,0.4,n,2,288.07,0.79,N,2.0,2025-12-21 19:58:00,-54448.79216024745,2373969.6205917783,4,21.389503644859815,81.64705420560747,107.0
21.38841,81.64391,298.71,0.48,0.4,n,2,287.25,0.93,N,2.0,2025-12-21 19:58:00,-55797.50270567404,2374628.189999451,4,21.389503644859815,81.64705420560747,107.0
21.48707,81.76911,314.16,0.47,0.4,n,2,289.55,2.27,N,2.0,2025-12-21 19:58:00,-42412.05162171472,2385141.44129534,5,21.487758636363637,81.76802333333333,132.0
21.51914,81.77878,297.01,0.47,0.4,n,2,283.01,0.48,N,0.0,2025-12-21 19:58:00,-41288.02019847848,2388668.1325876852,-1,21.51914,81.77878,
21.55988,81.755,301.56,0.47,0.4,n,2,288.53,1.15,N,2.0,2025-12-21 19:58:00,-43605.92542963545,2393274.143963341,36,21.55910450980392,81.75115666666667,51.0
21.62163,81.79252,300.38,0.47,0.4,n,2,286.15,1.05,N,0.0,2025-12-21 19:58:00,-39479.433265853324,2399998.444652883,6,21.62271573770492,81.79295803278688,61.0
21.6548,83.40781,295.26,0.41,0.37,n,2,284.97,0.29,N,0.0,2025-12-21 19:58:00,128141.96632481436,2398924.417852872,-1,21.6548,83.40781,
21.67176,82.08099,301.93,0.46,0.39,n,2,288.82,1.72,N,2.0,2025-12-21 19:58:00,-9362.689894149662,2404584.3955697906,7,21.673963649635038,82.07993664233577,137.0
21.67396,84.03973,302.6,0.4,0.37,n,2,288.51,1.6,N,2.0,2025-12-21 19:58:00,193645.09840984957,2399664.2960582324,29,21.679161452054796,84.03864994520548,365.0
21.67595,82.07715,296.06,0.46,0.39,n,2,285.9,0.73,N,2.0,2025-12-21 19:58:00,-9746.245258445095,2405062.0726497034,7,21.673963649635038,82.07993664233577,137.0
21.67787,84.03651,319.97,0.4,0.37,n,2,290.11,1.6,N,2.0,2025-12-21 19:58:00,193319.9300054771,2400103.857346329,29,21.679161452054796,84.03864994520548,365.0
21.68065,84.04088,304.14,0.4,0.37,n,2,290.19,1.0,N,2.0,2025-12-21 19:58:00,193778.34048239148,2400403.2056577755,29,21.679161452054796,84.03864994520548,365.0
21.68122,84.03707,311.31,0.4,0.37,n,2,288.79,1.0,N,2.0,2025-12-21 19:58:00,193385.01669710095,2400473.895283177,29,21.679161452054796,84.03864994520548,365.0
21.69906,84.03235,298.3,0.4,0.37,n,2,287.83,0.39,N,2.0,2025-12-21 19:58:00,192934.1242924005,2402459.752066278,76,21.698489615384613,84.03165038461538,26.0
21.7152,84.03902,302.38,0.4,0.37,n,2,287.87,0.59,N,2.0,2025-12-21 19:58:00,193658.93616990815,2404234.6836736393,62,21.71526105263158,84.04084815789473,38.0
21.73234,82.214,305.52,0.45,0.39,n,2,289.32,1.0,N,2.0,2025-12-21 19:58:00,4642.405122691416,2410874.082315027,38,21.73199605633803,82.21340774647888,71.0
21.73361,83.84637,302.65,0.4,0.37,n,2,289.25,0.93,N,0.0,2025-12-21 19:58:00,173754.82177112362,2406668.767919098,9,21.747964999999997,83.84321110671937,506.0
21.73435,83.97984,309.61,0.4,0.37,n,2,289.43,0.97,N,2.0,2025-12-21 19:58:00,187573.54093144683,2406474.833117562,47,21.73438075949367,83.98092303797468,79.0
21.73697,83.84694,298.91,0.4,0.37,n,2,288.31,0.77,N,0.0,2025-12-21 19:58:00,173821.42720737116,2407039.8687764797,9,21.747964999999997,83.84321110671937,506.0
21.73754,83.84311,308.62,0.4,0.37,n,2,289.11,0.77,N,0.0,2025-12-21 19:58:00,173426.217616486,2407111.121914576,9,21.747964999999997,83.84321110671937,506.0
21.74882,83.8135,300.45,0.4,0.37,n,2,288.88,0.66,N,0.0,2025-12-21 19:58:00,170386.6045015885,2408423.942902777,54,21.750508494623656,83.8163676344086,93.0
21.75222,83.97513,300.01,0.4,0.37,n,2,288.48,0.63,N,0.0,2025-12-21 19:58:00,187124.7335401426,2408464.2781164735,57,21.75067717557252,83.97459251908397,131.0
21.75482,84.02634,300.14,0.4,0.37,n,2,288.44,1.26,N,2.0,2025-12-21 19:58:00,192430.6534147401,2408649.4163375213,40,21.763732640990373,84.02072331499312,727.0
21.7554,84.02254,322.93,0.4,0.37,n,2,290.56,2.49,N,2.0,2025-12-21 19:58:00,192038.59523988777,2408721.2528600246,40,21.763732640990373,84.02072331499312,727.0
21.75827,83.84266,315.11,0.4,0.37,n,2,291.25,1.04,N,2.0,2025-12-21 19:58:00,173426.5800584263,2409409.0699127787,9,21.747964999999997,83.84321110671937,506.0
21.75874,84.02312,303.22,0.4,0.37,n,2,290.26,1.16,N,2.0,2025-12-21 19:58:00,192105.75772776268,2409090.140502781,40,21.763732640990373,84.02072331499312,727.0
21.76163,83.84323,300.14,0.4,0.37,n,2,288.86,1.04,N,2.0,2025-12-21 19:58:00,173493.19272278837,2409780.169994853,9,21.747964999999997,83.84321110671937,506.0
21.76208,84.02369,303.8,0.4,0.37,n,2,288.88,1.16,N,2.0,2025-12-21 19:58:00,192171.8835058926,2409459.0481469464,40,21.763732640990373,84.02072331499312,727.0
21.76266,84.01988,313.43,0.4,0.37,n,2,292.13,1.16,N,2.0,2025-12-21 19:58:00,191778.8110719741,2409530.9135984736,40,21.763732640990373,84.02072331499312,727.0
21.76445,84.02373,304.01,0.4,0.37,n,2,289.49,1.29,N,2.0,2025-12-21 19:58:00,192181.08512816648,2409721.545096586,40,21.763732640990373,84.02072331499312,727.0
21.76502,84.01992,313.4,0.4,0.37,n,2,291.72,1.29,N,2.0,2025-12-21 19:58:00,191787.99793407792,2409792.303198138,40,21.763732640990373,84.02072331499312,727.0
21.76893,84.01668,309.21,0.4,0.37,n,2,290.76,1.9,N,2.0,2025-12-21 19:58:00,191461.05515287467,2410231.9780013063,40,21.763732640990373,84.02072331499312,727.0
21.77171,84.02106,308.38,0.4,0.37,n,2,289.11,0.93,N,2.0,2025-12-21 19:58:00,191920.28357324342,2410531.22545406,40,21.763732640990373,84.02072331499312,727.0
21.77399,83.82961,328.23,0.4,0.37,n,2,291.52,1.41,N,2.0,2025-12-21 19:58:00,172111.55247784883,2411178.628681136,49,21.776693831775702,83.82989070093458,214.0
21.77456,83.82577,305.07,0.4,0.37,n,2,289.0,1.41,N,2.0,2025-12-21 19:58:00,171715.41445495613,2411249.959817158,49,21.776693831775702,83.82989070093458,214.0
21.77735,83.83018,302.22,0.4,0.37,n,2,289.17,1.41,N,2.0,2025-12-21 19:58:00,172178.19609159086,2411549.726963914,49,21.776693831775702,83.82989070093458,214.0
21.78014,83.83457,319.72,0.4,0.37,n,2,289.07,1.94,N,2.0,2025-12-21 19:58:00,172638.88944771013,2411849.547839569,49,21.776693831775702,83.82989070093458,214.0
21.78071,83.83074,302.81,0.4,0.37,n,2,289.39,1.2,N,2.0,2025-12-21 19:58:00,172243.80310120672,2411920.8465350624,49,21.776693831775702,83.82989070093458,214.0
21.84268,83.98238,300.82,0.4,0.37,n,2,288.16,0.76,N,0.0,2025-12-21 19:58:00,188071.33224281133,2418472.1395618245,56,21.841797192982455,83.98124140350878,57.0
21.8556,82.75726,296.34,0.43,0.38,n,2,285.02,0.52,N,0.0,2025-12-21 19:58:00,61327.048068069154,2422897.9945510365,198,21.855482000000002,82.758334,5.0
21.85894,83.96555,309.45,0.4,0.37,n,2,289.69,1.67,N,2.0,2025-12-21 19:58:00,186365.99433582608,2420307.9400321846,53,21.859255606060607,83.9660940909091,66.0
21.87641,83.4958,308.99,0.41,0.37,n,2,288.87,1.44,N,2.0,2025-12-21 19:58:00,137816.72432752175,2423277.7383667985,26,21.876680693069307,83.49505663366337,101.0
21.87801,83.5564,298.06,0.41,0.37,n,2,287.88,0.75,N,2.0,2025-12-21 19:58:00,144089.6646020839,2423313.264611285,27,21.879728253012047,83.55263259036145,166.0
21.87858,83.55247,303.39,0.41,0.37,n,2,287.05,1.18,N,2.0,2025-12-21 19:58:00,143684.54456747795,2423385.55897971,27,21.879728253012047,83.55263259036145,166.0
21.87972,83.54464,301.35,0.41,0.37,n,2,287.3,0.43,N,2.0,2025-12-21 19:58:00,142877.41402263776,2423530.110402835,27,21.879728253012047,83.55263259036145,166.0
