cluster_id,detection_count,first_seen,last_seen,centroid_lat,centroid_lon,nearest_industrial_distance_m,nearest_industrial_type,months_active,recurrence_rate,frp_mean,frp_std,frp_cv,day_count,night_count,daynight_ratio,label
120,12,2025-12-10 07:35:00,2026-05-31 07:12:00,21.23526833333333,82.222795,46252.084689105,landuse=industrial,5.7,2.1052631578947367,8.626666666666667,3.288822207896242,0.3812390503743711,12,0,1.0,wildfire
121,5,2025-12-10 07:35:00,2025-12-12 06:57:00,21.261324,82.339344,56702.41661229452,landuse=industrial,1.0,5.0,4.158,2.641102042708687,0.6351856764571158,5,0,1.0,uncertain
122,8,2025-12-10 07:35:00,2026-04-10 08:08:00,21.30127625,81.9688225,18159.42253175805,landuse=industrial,4.033333333333333,1.983471074380165,3.88,2.029144788187519,0.5229754608730719,8,0,1.0,wildfire
123,7,2025-12-10 07:35:00,2026-04-19 06:59:00,21.53063285714285,81.48855285714285,9364.28090770383,power=plant,4.3,1.627906976744186,4.36,1.9841202920522067,0.4550734614798639,7,0,1.0,uncertain
124,6,2025-12-10 07:35:00,2026-05-22 08:21:00,21.738076666666668,82.97902333333333,24718.14719955277,power=plant,5.433333333333334,1.1042944785276072,7.88,8.39256575785975,1.0650464159720494,6,0,1.0,wildfire
125,9,2025-12-10 07:35:00,2026-05-21 08:40:00,20.754672222222226,81.83854777777778,36655.04806770266,landuse=industrial,5.4,1.6666666666666663,6.199999999999999,1.792644694299459,0.2891362410160418,9,0,1.0,wildfire
126,17,2025-12-11 07:16:00,2026-05-31 07:12:00,20.84638823529412,81.88951176470587,31164.31579099092,landuse=industrial,5.666666666666667,3.0,5.377058823529412,3.310539541951361,0.6156785057780675,15,2,0.8823529411764706,wildfire
127,8,2025-12-02 08:25:00,2026-05-21 06:59:00,20.8911,81.97194,33404.36600520012,landuse=industrial,5.633333333333334,1.4201183431952662,11.7975,9.929967270842337,0.8417009765494669,8,0,1.0,wildfire
128,5,2025-12-11 07:16:00,2026-05-18 07:55:00,20.965334,82.248518,55814.22366428432,landuse=industrial,5.266666666666667,0.949367088607595,5.258,0.9644532129657716,0.1834258678139542,5,0,1.0,wildfire
129,5,2025-12-11 07:16:00,2025-12-13 08:19:00,21.042114,82.04733999999999,33747.08311693179,landuse=industrial,1.0,5.0,4.468,2.2804977526847074,0.5104068381120652,5,0,1.0,uncertain
130,11,2025-12-11 07:16:00,2026-01-30 08:20:00,21.079844545454545,82.0403509090909,30780.72967976764,landuse=industrial,1.6666666666666667,6.6,8.596363636363636,6.76476795274941,0.7869336662462301,11,0,1.0,uncertain
131,10,2025-12-09 07:54:00,2026-03-12 07:11:00,21.089741,82.589139,85577.17669925478,landuse=industrial,3.066666666666667,3.260869565217391,5.436,2.523979221608433,0.4643081717454807,10,0,1.0,uncertain
132,5,2025-12-11 07:16:00,2026-01-02 07:04:00,21.20093,82.038044,26847.984536032243,landuse=industrial,1.0,5.0,5.5600000000000005,0.6951258878793107,0.1250226417049119,5,0,1.0,uncertain
133,5,2025-12-11 07:16:00,2026-05-29 07:50:00,21.330524,82.140494,35266.51354336445,landuse=industrial,5.633333333333334,0.8875739644970414,8.634,3.252618944788953,0.3767221386134993,5,0,1.0,wildfire
134,3,2025-12-11 07:16:00,2025-12-11 07:16:00,21.33787333333333,82.14412,35592.50819794192,landuse=industrial,1.0,3.0,10.173333333333334,0.0577350269189621,0.0056751337076306,3,0,1.0,wildfire
135,5,2025-12-11 07:16:00,2026-03-13 08:33:00,21.581782,82.21912999999999,38171.79754356646,landuse=industrial,3.066666666666667,1.6304347826086956,4.409999999999999,1.3492961127936296,0.30596283736817,5,0,1.0,wildfire
136,5,2025-12-11 07:16:00,2025-12-11 07:16:00,21.633054,82.554134,41098.217504354274,landuse=industrial,1.0,5.0,13.222,5.839196862583074,0.4416273530920491,5,0,1.0,uncertain
137,7,2025-12-09 07:54:00,2025-12-11 07:16:00,21.72217714285714,83.04007,19141.43659002425,power=plant,1.0,7.0,15.902857142857142,7.463430208435694,0.4693137932002323,7,0,1.0,uncertain
138,6,2025-12-10 07:35:00,2025-12-11 07:16:00,21.949021666666667,83.08408166666668,13290.53400937781,man_made=kiln,1.0,6.0,3.613333333333333,0.360536637065731,0.099779512103062,6,0,1.0,uncertain
139,8,2025-12-11 19:45:00,2025-12-13 08:19:00,20.8301725,81.8766825,31668.026374575657,landuse=industrial,1.0,8.0,5.827500000000001,2.577893658451744,0.4423669941573133,7,1,0.875,uncertain
140,33,2025-12-09 07:54:00,2026-05-20 07:18:00,20.942428181818183,81.95676787878787,29848.704819492592,landuse=industrial,5.366666666666666,6.149068322981367,8.86969696969697,6.535689273542848,0.7368559823263204,27,6,0.8181818181818182,uncertain
141,7,2025-12-12 06:57:00,2025-12-21 07:29:00,20.760612857142856,81.90797428571429,40437.43738841787,landuse=industrial,1.0,7.0,6.732857142857142,3.10151422311594,0.4606535022663183,7,0,1.0,uncertain
142,5,2025-12-12 06:57:00,2026-05-31 07:12:00,20.767534,81.800544,34632.260570432896,landuse=industrial,5.666666666666667,0.8823529411764706,4.838,2.9770152838035613,0.6153400751970982,3,2,0.6,uncertain
143,5,2025-12-12 06:57:00,2026-05-30 07:31:00,20.779954,81.882074,36633.906761857324,landuse=industrial,5.633333333333334,0.8875739644970414,13.527999999999995,12.372037827294257,0.9145504011896998,5,0,1.0,wildfire
144,7,2025-12-12 06:57:00,2025-12-12 08:38:00,20.83902285714285,81.95210285714286,35971.39798823706,landuse=industrial,1.0,7.0,11.555714285714286,10.852712191188058,0.9391641159391322,7,0,1.0,uncertain
145,8,2025-12-12 06:57:00,2026-05-28 08:08:00,20.856475,82.11313625,48481.01831114103,landuse=industrial,5.566666666666666,1.437125748502994,5.04875,3.4755367005892563,0.688395484147414,8,0,1.0,wildfire
146,5,2025-12-12 06:57:00,2025-12-13 08:19:00,20.869888,81.98767000000001,36001.245253745205,landuse=industrial,1.0,5.0,9.216,4.492096392554372,0.4874236537059866,5,0,1.0,uncertain
147,5,2025-12-12 06:57:00,2026-05-28 08:08:00,20.93887,81.99650199999999,32809.52796218556,landuse=industrial,5.566666666666666,0.8982035928143713,8.831999999999999,1.5309702805737282,0.1733435553185833,5,0,1.0,wildfire
148,9,2025-12-12 06:57:00,2025-12-12 08:38:00,21.07714888888889,82.05380666666667,32194.39002206203,landuse=industrial,1.0,9.0,7.795555555555556,2.893285809901569,0.3711455571424475,9,0,1.0,uncertain
149,5,2025-12-12 06:57:00,2025-12-31 07:42:00,21.08623,81.14939799999999,9569.531868493836,man_made=works,1.0,5.0,6.428,2.852458588656459,0.4437552253665929,5,0,1.0,uncertain
150,5,2025-12-12 06:57:00,2025-12-20 07:48:00,21.172514,82.086154,32223.99008329773,landuse=industrial,1.0,5.0,5.94,1.644962005640252,0.276929630579167,5,0,1.0,uncertain
151,5,2025-12-12 06:57:00,2025-12-30 08:00:00,21.478944,82.927332,46299.26855205856,power=plant,1.0,5.0,3.482,0.9844389264956968,0.2827222649327102,5,0,1.0,uncertain
152,7,2025-12-12 06:57:00,2026-05-30 07:31:00,20.786447142857146,81.88045,35848.00343538098,landuse=industrial,5.633333333333334,1.242603550295858,10.515714285714283,10.440049260967523,0.9928045758289996,6,1,0.8571428571428571,wildfire
153,10,2025-12-12 08:38:00,2026-05-28 08:08:00,20.798833,81.887716,34994.7121356473,landuse=industrial,5.533333333333333,1.8072289156626504,9.336,4.491624798815384,0.4811080547145869,10,0,1.0,wildfire
154,5,2025-12-12 06:57:00,2025-12-12 08:38:00,20.823738,81.85922000000001,31431.98439379224,landuse=industrial,1.0,5.0,7.547999999999999,1.4205703080101315,0.188204863276382,5,0,1.0,uncertain
155,5,2025-12-09 07:54:00,2025-12-12 08:38:00,20.861242,82.143218,50880.32125588724,landuse=industrial,1.0,5.0,6.822,4.940275295972888,0.7241681758975209,5,0,1.0,uncertain
156,5,2025-12-12 19:26:00,2026-03-09 20:36:00,22.061866,83.33465,3402.366669798072,landuse=industrial,2.9,1.7241379310344829,1.136,0.5341160922496156,0.4701726164169152,0,5,0.0,uncertain
157,5,2025-12-13 08:18:00,2026-02-08 07:10:00,17.876378,82.663936,144070.04227488424,landuse=industrial,1.8666666666666667,2.6785714285714284,4.82,2.164405230080541,0.4490467282324774,5,0,1.0,wildfire
158,5,2025-12-13 08:19:00,2025-12-13 08:19:00,20.746776,81.917024,41552.41124015384,landuse=industrial,1.0,5.0,4.91,2.2862961313005803,0.4656407599390184,5,0,1.0,uncertain
159,6,2025-12-13 08:19:00,2025-12-13 08:19:00,20.86062,81.972765,35632.15731467285,landuse=industrial,1.0,6.0,8.231666666666667,3.3244092206987195,0.4038561515325433,6,0,1.0,uncertain
160,11,2025-12-13 08:19:00,2026-05-21 08:40:00,20.884706363636365,81.94548727272728,31773.63398163579,landuse=industrial,5.3,2.0754716981132075,8.17818181818182,4.204221255314278,0.5140777435355386,11,0,1.0,wildfire
161,6,2025-12-13 08:19:00,2026-05-29 07:50:00,21.082835,82.100385,36495.92156952854,landuse=industrial,5.533333333333333,1.0843373493975903,6.743333333333333,4.785054510312988,0.7095978018259498,6,0,1.0,wildfire
162,6,2025-12-13 08:19:00,2026-05-21 06:59:00,21.083921666666665,81.13791166666667,8570.816797130858,man_made=works,5.266666666666667,1.139240506329114,7.985,1.6819007105058257,0.2106325247972229,6,0,1.0,uncertain
163,6,2025-12-13 08:19:00,2025-12-13 08:19:00,21.175721666666664,81.994635,22871.94033936383,landuse=industrial,1.0,6.0,4.23,2.0250728381961967,0.4787406236870442,6,0,1.0,uncertain
164,8,2025-12-13 08:19:00,2025-12-13 08:19:00,21.1992375,82.30645375,54552.97462026784,landuse=industrial,1.0,8.0,6.885,1.5525370941048169,0.2254955837479763,8,0,1.0,uncertain
165,7,2025-12-13 08:19:00,2025-12-19 08:06:00,21.201674285714287,82.28340285714286,52419.95626531522,landuse=industrial,1.0,7.0,6.152857142857143,1.5672450806613314,0.2547182624710777,7,0,1.0,uncertain
166,7,2025-12-13 08:19:00,2025-12-22 07:10:00,21.255707142857144,82.82390285714287,72423.70474157511,landuse=industrial,1.0,7.0,6.685714285714286,2.9711213211112577,0.4443984882004018,7,0,1.0,uncertain
167,6,2025-12-13 08:19:00,2026-05-29 07:50:00,21.260248333333333,82.27187333333333,49512.84579656425,landuse=industrial,5.533333333333333,1.0843373493975903,10.985,4.772750779162893,0.4344789057044054,6,0,1.0,wildfire
168,8,2025-12-13 08:19:00,2026-05-20 07:18:00,21.372955,83.05039625,48751.23996475276,landuse=industrial,5.233333333333333,1.5286624203821657,18.48625,10.887202103518476,0.5889351330593536,8,0,1.0,wildfire
169,5,2025-12-10 07:35:00,2026-01-20 08:07:00,21.94148,82.25053,5979.991295821171,landuse=industrial,1.3666666666666667,3.658536585365854,5.206,2.977764261992544,0.5719869884734045,5,0,1.0,uncertain
170,7,2025-12-13 08:19:00,2026-02-10 08:14:00,22.00195,82.87022857142857,35615.324289496995,man_made=kiln,1.933333333333333,3.6206896551724137,5.352857142857142,2.566318467414065,0.4794296576434069,7,0,1.0,uncertain
171,5,2025-12-19 08:06:00,2025-12-19 08:06:00,21.06833,82.181484,44879.16803924643,landuse=industrial,1.0,5.0,5.422,1.8633088847531425,0.3436571163321915,5,0,1.0,uncertain
172,5,2025-12-19 08:06:00,2025-12-19 08:06:00,21.22763,82.010408,24324.61977496433,landuse=industrial,1.0,5.0,6.981999999999999,1.778951938642526,0.2547911685251398,5,0,1.0,uncertain
173,8,2025-12-19 08:07:00,2026-05-31 07:12:00,21.76772,82.77587,45497.4188361994,power=plant,5.4,1.4814814814814814,5.23,2.1179639818871867,0.4049644324832097,8,0,1.0,wildfire
174,5,2025-12-19 08:07:00,2026-05-20 07:18:00,21.89108,82.935238,29714.98160657732,man_made=kiln,5.033333333333333,0.9933774834437088,4.512,0.4397385586914113,0.0974597869440184,5,0,1.0,wildfire
175,5,2025-12-19 08:07:00,2026-01-01 07:23:00,21.906534,82.54920999999999,25823.63465019628,landuse=industrial,1.0,5.0,6.49,1.9162854693390543,0.2952674066778204,5,0,1.0,uncertain
176,13,2025-12-19 08:07:00,2025-12-21 07:29:00,21.92065,82.52460846153846,23338.08193659776,landuse=industrial,1.0,13.0,7.785384615384615,3.205478683401839,0.4117302923053444,13,0,1.0,uncertain
177,6,2025-12-19 08:07:00,2026-05-29 07:50:00,21.952811666666666,82.747625,34433.373581579595,power=generator,5.333333333333333,1.125,5.095,1.7145349223623294,0.3365132330446181,5,1,0.8333333333333334,wildfire
178,5,2025-12-19 08:07:00,2026-02-09 06:52:00,22.085992,82.75883400000001,24268.02266985336,power=generator,1.7,2.9411764705882355,5.786,2.329952789221275,0.4026880036676936,5,0,1.0,wildfire
179,17,2025-12-19 08:06:00,2026-05-28 08:08:00,20.917093529411765,81.8949094117647,26010.98694981106,landuse=industrial,5.333333333333333,3.1875,6.888823529411765,2.570690282669573,0.3731682589478501,17,0,1.0,uncertain
180,6,2025-12-20 07:48:00,2026-05-29 07:50:00,21.231781666666667,82.27512333333333,51036.12270292427,landuse=industrial,5.333333333333333,1.125,11.293333333333337,3.637601774063053,0.3221016919182159,6,0,1.0,wildfire
181,6,2025-12-20 07:48:00,2026-02-07 07:29:00,21.24905,82.727055,79250.83277714622,power=plant,1.6,3.75,9.768333333333333,3.4929839201843844,0.3575823839124092,6,0,1.0,uncertain
182,5,2025-12-20 07:48:00,2026-05-29 07:50:00,21.274732,82.89966,66043.21783271832,landuse=industrial,5.333333333333333,0.9375,9.184,4.741047352642663,0.51622902358914,5,0,1.0,wildfire
183,9,2025-12-19 08:06:00,2026-05-28 08:09:00,21.65730888888889,83.39237111111112,19693.54047583133,landuse=industrial,5.333333333333333,1.6875,7.895555555555556,6.412404211976797,0.8121536435095859,9,0,1.0,wildfire
184,6,2025-12-20 07:48:00,2025-12-20 07:48:00,21.66849833333333,83.39958666666666,19311.144312366043,landuse=industrial,1.0,6.0,8.591666666666667,4.316959192147485,0.5024588778445181,6,0,1.0,uncertain
185,7,2025-12-20 07:48:00,2025-12-23 06:51:00,21.696174285714285,83.30937857142858,10405.4946018456,landuse=industrial,1.0,7.0,5.22,2.895997237567744,0.5547887428290696,7,0,1.0,uncertain
186,5,2025-12-11 07:16:00,2026-05-29 07:50:00,21.917674,82.912846,31049.792699770907,man_made=kiln,5.633333333333334,0.8875739644970414,4.302,1.89882068663684,0.4413809127468247,5,0,1.0,wildfire
187,5,2025-11-19 07:28:00,2026-02-07 07:29:00,20.78243,83.89220399999999,114437.89998301654,landuse=industrial,2.6666666666666665,1.875,5.966,4.480025669569316,0.7509261933572436,5,0,1.0,wildfire
188,5,2025-12-21 07:29:00,2026-05-30 07:31:00,20.812282,81.933178,36693.61512507345,landuse=industrial,5.333333333333333,0.9375,8.565999999999999,8.18124562643122,0.9550835426606608,5,0,1.0,wildfire
189,10,2025-12-09 07:54:00,2026-05-30 07:31:00,21.09595,81.978382,24236.29242176196,landuse=industrial,5.7,1.7543859649122806,4.883,1.7700976118721687,0.3625020708319002,10,0,1.0,wildfire
190,9,2025-12-21 07:29:00,2026-05-29 07:50:00,21.122124444444445,82.06268666666666,31492.93895367224,landuse=industrial,5.3,1.69811320754717,5.586666666666667,2.2136564774146867,0.3962392262675453,9,0,1.0,wildfire
191,5,2025-12-20 07:48:00,2025-12-22 07:10:00,21.315508,82.80746,68451.72845232612,power=plant,1.0,5.0,3.83,1.4788170948430372,0.3861141239799053,5,0,1.0,uncertain
192,5,2025-12-19 08:07:00,2026-04-02 07:18:00,21.703914,82.710034,48533.19699754599,landuse=industrial,3.433333333333333,1.4563106796116505,4.172,2.077852256537986,0.4980470413561808,5,0,1.0,wildfire
193,7,2025-12-20 07:48:00,2026-01-01 07:23:00,21.724924285714284,82.83379285714285,39405.11946199343,power=plant,1.0,7.0,5.101428571428571,1.8194818728732325,0.3566612464327255,7,0,1.0,uncertain
194,12,2025-12-10 07:35:00,2026-05-28 08:09:00,21.817234166666665,83.12584083333333,8416.686331035848,power=plant,5.633333333333334,2.130177514792899,4.56,1.902013287402205,0.4171081770618872,12,0,1.0,uncertain
195,5,2025-12-19 08:07:00,2025-12-21 07:29:00,21.871884,82.66312400000001,37898.01729681434,landuse=industrial,1.0,5.0,5.3,1.333866560042645,0.2516729358571028,5,0,1.0,uncertain
196,5,2025-12-10 07:35:00,2025-12-21 07:29:00,21.88583,82.444132,15109.15752776558,landuse=industrial,1.0,5.0,8.208,3.7188869302521153,0.4530807663562518,5,0,1.0,uncertain
197,6,2025-12-20 07:48:00,2025-12-21 07:29:00,21.971375,82.94062,27897.37118911921,man_made=kiln,1.0,6.0,4.096666666666667,1.4795629985460794,0.3611626522081561,6,0,1.0,uncertain
198,5,2025-12-20 20:16:00,2026-02-20 08:26:00,21.855482,82.758334,44177.455746282605,power=generator,2.033333333333333,2.459016393442623,1.184,1.269243869396264,1.0719965113144123,1,4,0.2,uncertain
199,11,2025-12-22 07:10:00,2026-05-29 07:50:00,21.773526363636364,82.79345545454545,43018.928414316935,power=plant,5.266666666666667,2.088607594936709,10.77818181818182,5.709523304413107,0.5297297262866412,11,0,1.0,wildfire
200,5,2025-12-23 06:51:00,2026-01-09 08:13:00,21.828632,82.426058,16320.598767141584,landuse=industrial,1.0,5.0,4.618,1.9380841055021325,0.4196804039632162,5,0,1.0,uncertain
201,7,2025-12-12 06:57:00,2026-05-28 08:09:00,20.97929285714286,80.91704142857144,12393.635043271011,power=plant,5.566666666666666,1.25748502994012,6.22,1.5392422378127062,0.2474665977190846,7,0,1.0,wildfire
202,6,2025-12-29 08:19:00,2025-12-31 07:42:00,21.920718333333337,82.36522666666667,6753.994469056577,landuse=industrial,1.0,6.0,3.26,0.8892918531056044,0.2727889119955842,6,0,1.0,uncertain
203,5,2025-12-29 08:19:00,2026-02-08 07:11:00,22.129502,82.70139800000001,16452.508386832513,power=generator,1.3333333333333333,3.75,7.442,2.4790058491258145,0.3331101651606845,5,0,1.0,uncertain
204,5,2025-12-30 08:00:00,2026-02-19 07:04:00,19.596014,82.50826400000001,50549.66425830143,landuse=industrial,1.6666666666666667,3.0,5.688,2.669001686024196,0.4692337703980654,5,0,1.0,wildfire
205,6,2025-12-30 08:00:00,2026-01-29 06:58:00,21.248271666666668,83.85046833333332,65173.60565298149,landuse=industrial,1.0,6.0,3.1366666666666667,1.320570583750322,0.421010813097871,6,0,1.0,uncertain
206,8,2025-12-30 08:00:00,2026-02-08 07:11:00,21.731815,83.19816625,7019.208707302328,landuse=industrial,1.3,6.153846153846153,5.6675,1.9391953412249552,0.3421606248301641,8,0,1.0,uncertain
207,5,2025-12-11 07:16:00,2025-12-30 08:00:00,21.873186,82.54620800000001,25837.671965947,landuse=industrial,1.0,5.0,8.120000000000001,3.07409336227773,0.3785829263888829,5,0,1.0,uncertain
208,6,2025-12-12 08:38:00,2026-01-12 07:17:00,22.1659,82.27943166666667,11719.137169159643,landuse=industrial,1.0,6.0,9.261666666666668,4.420549362541569,0.4772952343935471,6,0,1.0,uncertain
209,5,2025-12-30 08:01:00,2026-02-09 08:33:00,22.193096,82.631616,6892.870000691866,power=generator,1.3666666666666667,3.658536585365854,7.140000000000001,2.5497744998332696,0.3571112744864523,5,0,1.0,uncertain
210,14,2026-01-01 07:23:00,2026-02-21 08:08:00,21.65609571428572,82.55259857142858,39333.826452117566,landuse=industrial,1.7,8.23529411764706,11.905714285714286,5.181603129245908,0.4352198452690348,14,0,1.0,uncertain
211,11,2026-01-02 07:03:00,2026-04-19 08:38:00,17.80669818181818,81.79810818181818,138920.58014878214,landuse=industrial,3.566666666666667,3.08411214953271,8.616363636363637,5.036002924398025,0.5844696367205978,11,0,1.0,uncertain
212,5,2026-01-08 06:52:00,2026-01-08 08:32:00,21.622626000000004,82.544246,41190.45203601297,landuse=industrial,1.0,5.0,6.448,3.651666742735432,0.5663254873969341,5,0,1.0,uncertain
213,5,2026-01-08 06:52:00,2026-01-12 07:17:00,21.815644,82.49694400000001,23216.39902859489,landuse=industrial,1.0,5.0,9.994,2.142528879618662,0.2143815168719894,5,0,1.0,uncertain
214,13,2026-01-08 06:52:00,2026-02-09 08:33:00,21.97202230769231,82.76768846153846,33807.14962834332,power=generator,1.0666666666666669,12.1875,12.834615384615384,9.795797241151105,0.7632326289179764,13,0,1.0,uncertain
215,5,2026-01-08 06:52:00,2026-03-01 07:17:00,21.621324,82.89422199999998,38504.43697492592,power=plant,1.7333333333333334,2.8846153846153846,7.296000000000001,1.5458751566669282,0.2118798186221118,5,0,1.0,wildfire
216,7,2026-01-08 06:52:00,2026-01-08 08:32:00,21.98803571428571,82.97671857142858,24382.66569651552,man_made=kiln,1.0,7.0,9.351428571428572,4.592310342922644,0.4910811549107623,7,0,1.0,uncertain
217,5,2026-01-09 08:13:00,2026-02-28 07:36:00,21.911266,84.15165999999999,63702.29706444547,landuse=industrial,1.6333333333333333,3.061224489795918,4.134,0.5262413894782509,0.1272959335941584,5,0,1.0,uncertain
218,5,2026-01-09 08:13:00,2026-02-07 07:30:00,22.310898,84.071542,73308.41565425551,landuse=industrial,1.0,5.0,4.906000000000001,2.636689211871585,0.5374417472220923,5,0,1.0,uncertain
219,5,2026-01-11 07:35:00,2026-02-21 08:07:00,21.428562,82.151088,36870.24306486595,landuse=industrial,1.3666666666666667,3.658536585365854,5.676,0.4039554430874771,0.0711690350753131,5,0,1.0,uncertain
220,9,2025-12-31 07:42:00,2026-03-13 08:33:00,21.74168,82.80652,41751.07341771865,power=plant,2.4,3.75,5.572222222222222,3.0738322082450185,0.5516348928056863,9,0,1.0,uncertain
221,3,2025-12-22 07:10:00,2026-01-11 07:35:00,21.81992,83.13285333333333,7826.972264185179,power=plant,1.0,3.0,4.863333333333333,2.7308667732669303,0.5615216120494031,3,0,1.0,uncertain
222,5,2026-01-11 07:36:00,2026-02-07 07:30:00,21.966794,82.716102,31521.90496298777,power=generator,1.0,5.0,6.619999999999999,1.3419202658876572,0.202706988804782,5,0,1.0,uncertain
223,6,2025-12-20 07:48:00,2026-03-22 07:24:00,22.056126666666668,83.00087666666667,23872.48329427238,man_made=kiln,3.033333333333333,1.978021978021978,3.591666666666667,1.1330739899347555,0.3154730366407672,6,0,1.0,wildfire
224,5,2025-12-29 08:19:00,2026-01-11 07:36:00,22.182126,82.299744,14196.818326571944,landuse=industrial,1.0,5.0,5.090000000000001,3.611633979239868,0.7095548092809171,5,0,1.0,uncertain
225,6,2026-01-11 07:36:00,2026-03-13 06:53:00,22.33629833333333,82.79746,7665.4922710530545,landuse=industrial,2.0,3.0,12.568333333333332,8.354894174474424,0.6647575261483429,6,0,1.0,uncertain
226,11,2026-01-11 20:04:00,2026-04-11 20:18:00,21.469396363636363,81.84993454545454,13748.67202961078,landuse=industrial,3.0,3.6666666666666665,0.9563636363636364,0.7501636185162904,0.7843916163193151,0,11,0.0,uncertain
227,32,2026-01-11 20:04:00,2026-05-28 20:37:00,21.82319125,83.89725625,35712.2829115212,landuse=industrial,4.566666666666666,7.007299270072993,3.3521875,2.710572769342898,0.8085981972496759,6,26,0.1875,uncertain
228,6,2026-01-12 07:16:00,2026-01-12 07:16:00,18.058015,83.46544833333333,177639.86775342867,landuse=industrial,1.0,6.0,10.186666666666666,5.427362772716291,0.5327908481069659,6,0,1.0,uncertain
229,6,2026-01-12 07:16:00,2026-01-12 07:17:00,21.05384,81.985605,27215.29352392331,landuse=industrial,1.0,6.0,22.561666666666667,13.804153601965847,0.611841040199417,6,0,1.0,uncertain
230,5,2025-12-31 07:42:00,2026-01-12 07:17:00,21.738438,83.894802,34864.29337904727,landuse=industrial,1.0,5.0,7.304,3.1460578507077708,0.430730811980801,5,0,1.0,uncertain
231,5,2026-01-12 07:17:00,2026-01-12 07:17:00,21.781398000000003,82.756866,46719.75977305152,power=plant,1.0,5.0,6.522,2.532236165921339,0.3882606816806714,5,0,1.0,uncertain
232,5,2026-01-08 08:32:00,2026-01-12 07:17:00,22.026226,82.602536,21395.77265377202,power=generator,1.0,5.0,4.024,0.9371659404822604,0.232894120398176,5,0,1.0,uncertain
233,5,2026-01-18 07:04:00,2026-03-03 08:20:00,22.068874,82.818072,29896.42138402267,power=generator,1.4666666666666666,3.409090909090909,3.154,1.6878921766511037,0.5351592189762535,5,0,1.0,uncertain
234,5,2025-12-09 07:54:00,2026-01-19 06:45:00,20.944442,82.036402,36307.30289745148,landuse=industrial,1.3333333333333333,3.75,9.669999999999998,2.785076300570597,0.2880120269462872,5,0,1.0,uncertain
235,6,2025-12-31 07:42:00,2026-02-17 07:42:00,21.831146666666665,82.61537833333334,33739.76066104716,landuse=industrial,1.6,3.75,5.811666666666667,2.524538901793091,0.4343915517854472,6,0,1.0,uncertain
236,5,2026-01-19 08:26:00,2026-01-19 08:26:00,21.773772,82.434762,20918.33540200104,landuse=industrial,1.0,5.0,8.969999999999999,2.4009373169660218,0.2676630230731351,5,0,1.0,uncertain
237,6,2026-01-20 08:07:00,2026-02-17 20:11:00,21.11189166666667,81.641635,4094.565775574681,landuse=industrial,1.0,6.0,11.108333333333333,9.005570313237616,0.8107040041924336,4,2,0.6666666666666666,uncertain
238,5,2026-01-09 08:13:00,2026-01-20 08:07:00,21.486776,82.170106,41225.55724358835,landuse=industrial,1.0,5.0,8.860000000000001,1.6844583699219164,0.19011945484446,5,0,1.0,uncertain
239,9,2026-01-20 08:07:00,2026-03-23 07:05:00,21.50056222222222,82.19296777777778,43417.16406853437,landuse=industrial,2.033333333333333,4.426229508196721,3.983333333333333,2.2058105086339586,0.5537599603265168,9,0,1.0,uncertain
240,5,2026-01-21 07:48:00,2026-03-23 19:34:00,19.679214,80.789578,146082.6309170128,power=plant,2.033333333333333,2.459016393442623,2.882,2.463933846514553,0.8549388780411357,2,3,0.4,uncertain
241,5,2025-12-11 07:16:00,2026-01-22 07:29:00,21.353464,82.11337,32628.677228187746,landuse=industrial,1.4,3.571428571428572,5.595999999999999,2.283600227710621,0.4080772386902468,5,0,1.0,uncertain
242,5,2026-01-28 07:17:00,2026-01-28 07:17:00,21.64239,82.736532,52157.30224777507,power=plant,1.0,5.0,6.9,3.281005943304584,0.4755081077253019,5,0,1.0,uncertain
243,5,2025-12-31 07:42:00,2026-01-28 07:17:00,21.643882,83.935688,41817.38397072895,landuse=industrial,1.0,5.0,6.068,3.1678020771506543,0.5220504411916043,5,0,1.0,uncertain
244,7,2025-12-10 07:35:00,2026-03-23 07:05:00,21.26890285714285,81.93006428571428,15996.980755091008,landuse=industrial,3.4,2.058823529411765,7.014285714285714,2.8690814856724742,0.4090340203606378,7,0,1.0,wildfire
245,5,2026-01-30 08:20:00,2026-01-30 08:20:00,21.68306,82.73479599999999,51063.71478667956,power=plant,1.0,5.0,4.41,0.9409303906240885,0.213362900368274,5,0,1.0,uncertain
246,8,2026-01-31 08:01:00,2026-03-23 07:05:00,21.25136625,82.152385,38254.6480480481,landuse=industrial,1.6666666666666667,4.8,7.95375,1.814480937190736,0.228128987859907,8,0,1.0,uncertain
247,8,2025-12-21 07:29:00,2026-01-31 08:01:00,21.52196625,83.11435125,30921.547236642,landuse=industrial,1.3666666666666667,5.853658536585366,7.7125,2.6575754256195903,0.3445802820900603,8,0,1.0,uncertain
248,10,2026-01-31 08:01:00,2026-03-02 06:59:00,21.765763,82.453775,23374.695676569816,landuse=industrial,1.0,10.0,10.473,6.194364912294617,0.5914604136631927,10,0,1.0,uncertain
249,96,2026-01-31 20:29:00,2026-05-29 20:19:00,22.33370395833333,82.57390322916667,4590.424968598475,landuse=industrial,3.9,24.615384615384617,2.0591666666666666,1.3722456943324817,0.6664082692023383,7,89,0.0729166666666666,uncertain
