latitude,longitude,bright_ti4,scan,track,confidence,version,bright_ti5,frp,daynight,type,acq_DateTime,x_m,y_m,cluster_id,centroid_lat,centroid_lon,detection_count,nearest_industrial_distance_m,nearest_industrial_type,industrial_count_5km
21.29931,81.60573,305.52,0.48,0.48,n,2.0NRT,285.66,0.64,N,,2026-07-07 19:49:00,562827.310661158,2355394.317264272,0,21.30019339622641,81.60587896226414,106,1018.9570872640251,landuse=industrial,11
21.29999,81.60863,305.34,0.48,0.48,n,2.0NRT,285.78,0.96,N,,2026-07-07 19:49:00,563127.8213681359,2355470.7384731667,0,21.30019339622641,81.60587896226414,106,801.630904138134,landuse=industrial,11
21.30978,81.59284,304.34,0.49,0.48,n,2.0NRT,286.15,0.7,N,,2026-07-07 19:49:00,561485.9463518201,2356548.0686005023,1,21.31082025423729,81.58985593220338,118,208.23247235936475,landuse=industrial,10
21.31113,81.59106,304.55,0.49,0.48,n,2.0NRT,286.07,1.01,N,,2026-07-07 19:49:00,561300.7699570929,2356696.7949895607,1,21.31082025423729,81.58985593220338,118,128.19082071617322,landuse=industrial,9
21.37591,81.68239,312.18,0.48,0.48,n,2.0NRT,288.7,3.49,N,,2026-07-07 19:49:00,570742.1315174277,2363905.1014429303,2,21.373370092879256,81.67946736842106,323,128.72703657021975,landuse=industrial,11
21.37644,81.63986,308.65,0.48,0.48,n,2.0NRT,287.91,1.8,N,,2026-07-07 19:49:00,566332.7448675251,2363945.2188048307,3,21.378662209302323,81.6453633139535,344,989.2339488118923,landuse=industrial,8
21.38918,81.64633,305.04,0.48,0.48,n,2.0NRT,288.18,1.1,N,,2026-07-07 19:49:00,566997.6952969244,2365358.063901651,3,21.378662209302323,81.6453633139535,344,247.3327108438295,landuse=industrial,7
21.48625,81.77051,310.89,0.48,0.48,n,2.0NRT,288.8,1.77,N,,2026-07-07 19:49:00,579817.741534917,2376160.3904120233,4,21.487905214285718,81.7680635,140,65.77996021908898,landuse=industrial,6
21.62204,81.79398,303.73,0.48,0.48,n,2.0NRT,288.3,0.9,N,,2026-07-07 19:49:00,582172.6062346844,2391202.850104231,5,21.622910344827584,81.79291172413792,58,1998.5049392004316,landuse=quarry,1
21.6725,82.08018,309.77,0.46,0.47,n,2.0NRT,288.25,1.82,N,,2026-07-07 19:49:00,611756.1297099441,2396967.091867216,6,21.67398962962963,82.0801782962963,135,432.21151182735275,landuse=industrial,2
21.67415,82.08156,304.88,0.46,0.47,n,2.0NRT,288.24,1.88,N,,2026-07-07 19:49:00,611897.6443430943,2397150.735226452,6,21.67398962962963,82.0801782962963,135,340.81792799879065,landuse=industrial,2
22.3562,82.30133,334.48,0.54,0.42,n,2.0NRT,292.41,6.0,D,,2026-07-10 08:05:00,633994.589990079,2472833.0215145224,7,22.35891150877193,82.30257733333333,285,838.5432370396709,landuse=quarry,1
22.3601,82.30076,330.08,0.54,0.42,n,2.0NRT,293.09,6.0,D,,2026-07-10 08:05:00,633932.1619235327,2473264.288335865,7,22.35891150877193,82.30257733333333,285,693.0326115527029,landuse=quarry,1
22.35732,82.30294,295.09,0.54,0.42,n,2.0NRT,264.48,0.67,N,,2026-07-10 20:32:00,634159.3152238802,2472958.4516430143,7,22.35891150877193,82.30257733333333,285,949.3636095466721,landuse=quarry,1
22.36113,82.30374,299.08,0.54,0.42,n,2.0NRT,266.39,0.67,N,,2026-07-10 20:32:00,634238.0468049507,2473380.974905332,7,22.35891150877193,82.30257733333333,285,1012.0110976539588,landuse=quarry,1
21.75493,83.84231,308.96,0.4,0.37,n,2.0NRT,281.06,1.02,N,,2026-07-11 20:14:00,793975.1001393629,2408405.6591118383,8,21.748015486725663,83.84299966814159,452,694.7377199457256,landuse=quarry,8
21.76434,83.84809,301.91,0.4,0.37,n,2.0NRT,279.91,1.26,N,,2026-07-11 20:14:00,794554.0483891377,2409459.142481237,8,21.748015486725663,83.84299966814159,452,531.5704890223544,landuse=industrial,10
21.98546,83.23327,315.85,0.39,0.36,n,2.0NRT,291.61,2.59,N,,2026-07-11 20:14:00,730585.8181418761,2432900.550455481,9,21.985090509554137,83.23279356687898,157,185.05529583801243,landuse=industrial,4
22.00538,82.67103,315.71,0.39,0.36,n,2.0NRT,290.38,2.95,N,,2026-07-11 20:14:00,672496.3302989,2434365.1464282097,10,22.00540012605042,82.66913298319328,238,65.3352381102184,landuse=industrial,4
22.03779,83.35039,310.84,0.39,0.36,n,2.0NRT,284.48,2.53,N,,2026-07-11 20:14:00,742594.1289981665,2438877.541735022,11,22.036216906187622,83.35584205588823,501,2663.4202039126103,landuse=industrial,7
22.31304,82.53261,306.56,0.38,0.36,n,2.0NRT,291.08,1.45,N,,2026-07-11 20:14:00,657861.2391277056,2468278.490540066,12,22.31689644210526,82.53247810526317,475,1569.2983239816535,landuse=quarry,3
22.3155,82.55966,308.16,0.38,0.36,n,2.0NRT,292.05,1.2,N,,2026-07-11 20:14:00,660645.1047889979,2468579.418441787,12,22.31689644210526,82.53247810526317,475,3047.3536592192477,landuse=quarry,4
22.31633,82.5332,307.11,0.38,0.36,n,2.0NRT,291.68,1.32,N,,2026-07-11 20:14:00,657918.3184950744,2468643.372454613,12,22.31689644210526,82.53247810526317,475,1205.1692693195662,landuse=quarry,3
22.32114,82.54549,315.28,0.38,0.36,n,2.0NRT,291.6,2.49,N,,2026-07-11 20:14:00,659178.9407036543,2469188.8510519895,12,22.31689644210526,82.53247810526317,475,1461.6407002008389,landuse=quarry,4
22.32148,82.56456,315.24,0.38,0.36,n,2.0NRT,292.67,2.24,N,,2026-07-11 20:14:00,661143.027272396,2469246.750346213,12,22.31689644210526,82.53247810526317,475,2736.2069316545467,landuse=quarry,4
22.32874,82.60394,306.68,0.38,0.36,n,2.0NRT,291.76,1.24,N,,2026-07-11 20:14:00,665191.1994608628,2470093.201677335,13,22.32849296460177,82.59804663716814,226,1773.9955650513264,landuse=quarry,2
22.33006,82.53193,305.38,0.38,0.36,n,2.0NRT,291.14,0.79,N,,2026-07-11 20:14:00,657772.0452316537,2470162.2112318585,14,22.3315904,82.532178,25,330.661975092005,landuse=quarry,4
22.33203,82.60455,313.36,0.38,0.36,n,2.0NRT,291.34,1.21,N,,2026-07-11 20:14:00,665250.1586546223,2470458.144193581,13,22.32849296460177,82.59804663716814,226,1757.3716494053465,landuse=quarry,3
22.35587,82.30492,310.15,0.38,0.36,n,2.0NRT,291.79,2.39,N,,2026-07-11 20:14:00,634364.6052428564,2472799.6855595848,7,22.35891150877193,82.30257733333333,285,1192.8307355873176,landuse=quarry,1
22.35645,82.30122,330.7,0.38,0.36,n,2.0NRT,291.12,2.39,N,,2026-07-11 20:14:00,633983.0230490736,2472860.601452173,7,22.35891150877193,82.30257733333333,285,816.2417293852225,landuse=quarry,1
22.35974,82.30182,337.13,0.38,0.36,n,2.0NRT,292.41,4.67,N,,2026-07-11 20:14:00,634041.6623353655,2473225.3755530654,7,22.35891150877193,82.30257733333333,285,800.1059067640248,landuse=quarry,1
23.16332,82.34236,308.96,0.38,0.36,n,2.0NRT,291.54,1.59,N,,2026-07-11 20:14:00,637409.7815322621,2562232.6711119697,15,23.16639468335788,82.33858649484536,679,1230.2128022002564,landuse=quarry,1
23.1639,82.33865,322.59,0.38,0.36,n,2.0NRT,292.21,1.59,N,,2026-07-11 20:14:00,637029.3714423839,2562293.394337578,15,23.16639468335788,82.33858649484536,679,1137.6275552785683,landuse=quarry,1
23.16448,82.33493,308.93,0.38,0.36,n,2.0NRT,291.33,0.99,N,,2026-07-11 20:14:00,636647.9412499885,2562354.117731196,15,23.16639468335788,82.33858649484536,679,1171.6330090980844,landuse=quarry,1
23.16661,82.34296,325.69,0.38,0.36,n,2.0NRT,292.71,1.59,N,,2026-07-11 20:14:00,637467.848504167,2562597.5166564467,15,23.16639468335788,82.33858649484536,679,901.0717444375813,landuse=quarry,1
23.16719,82.33925,314.52,0.38,0.36,n,2.0NRT,291.76,1.59,N,,2026-07-11 20:14:00,637087.4472929097,2562658.237968432,15,23.16639468335788,82.33858649484536,679,769.9586293999838,landuse=quarry,1
24.05248,80.61337,306.97,0.42,0.37,n,2.0NRT,292.77,1.18,N,,2026-07-11 20:14:00,460691.21034046507,2660090.8804821563,16,24.05364717948718,80.61300282051282,39,296.74352935746714,landuse=industrial,2
17.9528,80.75981,309.48,0.39,0.36,n,2.0NRT,291.22,1.76,N,,2026-07-11 20:17:00,474566.04018610594,1984979.9623819725,-1,17.9528,80.75981,1,1526.9526180770101,landuse=quarry,1
17.95492,80.78982,307.53,0.39,0.36,n,2.0NRT,292.54,2.05,N,,2026-07-11 20:17:00,477744.10683705704,1985210.6614329242,17,17.957685047619048,80.78900057142857,105,1731.5975956290306,landuse=quarry,4
17.95548,80.78621,317.62,0.39,0.36,n,2.0NRT,293.48,2.05,N,,2026-07-11 20:17:00,477361.9149209336,1985273.053713792,17,17.957685047619048,80.78900057142857,105,1389.4215681937706,landuse=quarry,3
19.09047,82.16717,300.41,0.39,0.36,n,2.0NRT,286.51,1.66,N,,2026-07-11 20:17:00,622784.6953896561,2111246.875596844,18,19.09990119914347,82.16705094218416,467,190.24065815241465,industrial=steelmaking,2
18.56788,82.56406,334.96,0.4,0.44,n,2.0NRT,292.75,4.27,D,,2026-07-12 07:26:00,665053.8650976776,2053732.9226628176,-1,18.56788,82.56406,1,14564.622315314984,power=plant,0
21.1974,81.41872,342.85,0.42,0.45,n,2.0NRT,294.86,16.41,D,,2026-07-12 07:26:00,543459.8868739656,2344052.112270833,19,21.19563582089552,81.4161876119403,67,1172.5516330907674,landuse=industrial,9
22.35704,82.30363,315.9,0.55,0.42,n,2.0NRT,289.03,2.09,N,,2026-07-12 19:55:00,634230.6392890688,2472928.0673794765,7,22.35891150877193,82.30257733333333,285,1026.1618048326177,landuse=quarry,1
22.36093,82.30424,311.33,0.55,0.42,n,2.0NRT,288.85,2.09,N,,2026-07-12 19:55:00,634289.726862309,2473359.2785128085,7,22.35891150877193,82.30257733333333,285,1059.4958236838168,landuse=quarry,1
23.16603,82.34498,305.39,0.56,0.43,n,2.0NRT,289.17,2.1,N,,2026-07-12 19:55:00,637675.2389635106,2562535.2058544247,15,23.16639468335788,82.33858649484536,679,1052.454851910356,landuse=quarry,1
23.16672,82.33959,319.46,0.56,0.43,n,2.0NRT,289.65,2.1,N,,2026-07-12 19:55:00,637122.7333174385,2562606.518297892,15,23.16639468335788,82.33858649484536,679,821.1160526839019,landuse=quarry,1
21.19331,81.41738,311.72,0.4,0.6,n,2.0NRT,267.23,1.67,N,,2026-07-13 19:36:00,543321.9956872378,2343599.07447083,19,21.19563582089552,81.4161876119403,67,916.1073082457474,landuse=industrial,8
21.19367,81.41359,297.0,0.4,0.6,n,2.0NRT,266.26,1.25,N,,2026-07-13 19:36:00,542928.5032026686,2343637.8870275575,19,21.19563582089552,81.4161876119403,67,1267.983356600089,landuse=industrial,9
21.80292,82.03979,295.77,0.37,0.58,n,2.0NRT,275.38,0.73,N,,2026-07-13 19:36:00,607479.9674534015,2411375.4796715523,20,21.80240673913044,82.03904565217391,92,9376.254613172665,landuse=industrial,0
22.31849,82.57055,300.68,0.35,0.56,n,2.0NRT,280.07,1.32,N,,2026-07-13 19:36:00,661763.5295138306,2468922.1106469035,12,22.31689644210526,82.53247810526317,475,2439.4383318353944,landuse=quarry,3
22.33063,82.60566,297.94,0.34,0.56,n,2.0NRT,275.52,1.29,N,,2026-07-13 19:36:00,665366.14828871,2470304.351364107,13,22.32849296460177,82.59804663716814,226,1893.4445663465438,landuse=quarry,3
22.33218,82.60658,296.96,0.34,0.56,n,2.0NRT,274.38,0.82,N,,2026-07-13 19:36:00,665459.0874791541,2470476.979542791,13,22.32849296460177,82.59804663716814,226,1963.7706041405447,landuse=quarry,3
22.35853,82.30383,330.35,0.45,0.63,n,2.0NRT,285.25,4.41,D,,2026-07-14 08:30:00,634249.8070239953,2473093.205580747,7,22.35891150877193,82.30257733333333,285,1013.8446601839183,landuse=quarry,1
17.96957,83.15248,301.69,0.44,0.46,n,2.0NRT,281.72,0.77,N,,2026-07-18 19:45:00,727949.9354473925,1988140.3178544724,21,17.968154615384613,83.15393615384616,26,151.60967657466918,landuse=industrial,3
17.85728,83.18861,304.45,0.45,0.63,n,2.0NRT,278.52,1.37,N,,2026-07-19 19:25:00,731923.7663536497,1975754.4551838455,-1,17.85728,83.18861,1,341.42046266018906,landuse=industrial,10
21.31614,81.5776,296.12,0.49,0.65,n,2.0NRT,284.69,1.74,N,,2026-07-24 19:30:00,559902.7218918818,2357246.132373741,22,21.3235345,81.5779885,20,599.3262539707351,landuse=industrial,8
21.48586,81.76777,304.96,0.48,0.65,n,2.0NRT,283.6,2.05,N,,2026-07-24 19:30:00,579534.1021098521,2376115.8269418376,4,21.487905214285718,81.7680635,140,223.1471013961133,landuse=industrial,6
21.80207,82.04038,303.14,0.47,0.64,n,2.0NRT,281.58,1.18,N,,2026-07-24 19:30:00,607541.5934991861,2411281.798800839,20,21.80240673913044,82.03904565217391,92,9463.30765073061,landuse=industrial,0
21.94098,81.98135,303.11,0.47,0.64,n,2.0NRT,285.44,0.72,N,,2026-07-24 19:30:00,601341.2331570047,2426618.599182962,23,21.94000621621621,81.9812464864865,37,4198.7082584395475,landuse=quarry,2
21.18369,81.38795,304.68,0.32,0.55,n,2.0NRT,274.87,2.33,N,,2026-07-25 20:51:00,540269.8757896624,2342526.599727717,24,21.186550938416424,81.38758909090909,341,99.08107499408626,man_made=works,8
21.18798,81.39221,304.96,0.32,0.55,n,2.0NRT,273.87,1.9,N,,2026-07-25 20:51:00,540710.9015867228,2343002.492371282,24,21.186550938416424,81.38758909090909,341,419.1020816541076,industrial=steelmaking,8
23.16376,82.33923,299.82,0.34,0.56,n,2.0NRT,268.4,1.06,N,,2026-07-25 20:51:00,637088.8925450647,2562278.4390482293,15,23.16639468335788,82.33858649484536,679,1149.5292713470956,landuse=quarry,1
23.16449,82.33588,298.87,0.34,0.56,n,2.0NRT,267.47,0.8,N,,2026-07-25 20:51:00,636745.1885486749,2562356.116820274,15,23.16639468335788,82.33858649484536,679,1134.2837666152654,landuse=quarry,1
19.09323,82.16925,301.88,0.4,0.44,n,2.0NRT,279.69,2.55,N,,2026-07-26 20:34:00,623001.493508011,2111553.7763896207,18,19.09990119914347,82.16705094218416,467,399.17051403760706,industrial=steelmaking,2
19.09794,82.16639,300.69,0.4,0.44,n,2.0NRT,274.28,1.42,N,,2026-07-26 20:34:00,622697.1255387538,2112073.011939918,18,19.09990119914347,82.16705094218416,467,699.6286650905436,industrial=steelmaking,2
21.48869,81.77155,296.31,0.52,0.42,n,2.0NRT,271.59,0.53,N,,2026-07-26 20:34:00,579924.148499952,2376430.9966146275,4,21.487905214285718,81.7680635,140,338.51256796018754,landuse=industrial,6
21.67353,82.08156,308.34,0.54,0.42,n,2.0NRT,290.43,2.55,N,,2026-07-26 20:34:00,611898.1228739255,2397082.1036766153,6,21.67398962962963,82.0801782962963,135,310.0972305483773,landuse=industrial,2
21.80208,82.04137,304.47,0.53,0.42,n,2.0NRT,283.12,1.34,N,,2026-07-26 20:34:00,607643.9281717984,2411283.5963608418,20,21.80240673913044,82.03904565217391,92,9452.219420293228,landuse=industrial,0
21.8766,83.49715,302.68,0.43,0.46,n,2.0NRT,288.81,1.27,N,,2026-07-26 20:34:00,758039.7510145586,2421264.5553287514,25,21.87683361445783,83.49469445783132,83,98.11131981361606,landuse=industrial,2
21.87937,83.55609,308.29,0.43,0.46,n,2.0NRT,289.09,2.29,N,,2026-07-26 20:34:00,764128.040856574,2421671.5609038817,26,21.8794364,83.55273293333333,150,148.18734441275313,landuse=industrial,2
21.92012,83.35038,323.09,0.42,0.45,n,2.0NRT,287.2,2.54,N,,2026-07-26 20:34:00,742793.2969779003,2425845.1941925804,27,21.922663816666667,83.34778976666666,600,818.9517813539323,landuse=industrial,4
21.92421,83.35128,315.34,0.42,0.45,n,2.0NRT,287.16,2.54,N,,2026-07-26 20:34:00,742879.3603658376,2426299.5978841414,27,21.922663816666667,83.34778976666666,600,509.83477859504586,landuse=industrial,4
21.92909,83.3482,305.23,0.42,0.45,n,2.0NRT,287.32,1.13,N,,2026-07-26 20:34:00,742552.8010351913,2426835.193627598,27,21.922663816666667,83.34778976666666,600,175.9237800437557,landuse=industrial,4
21.98553,83.23338,310.48,0.41,0.45,n,2.0NRT,286.18,3.39,N,,2026-07-26 20:34:00,730597.0666582242,2432908.4686089903,9,21.985090509554137,83.23279356687898,157,180.2891124296882,landuse=industrial,4
22.03837,83.35002,306.53,0.42,0.45,n,2.0NRT,275.62,1.58,N,,2026-07-26 20:34:00,742554.9349963642,2438941.190631175,11,22.036216906187622,83.35584205588823,501,2589.295874686375,landuse=industrial,7
21.17994,81.38742,311.14,0.39,0.36,n,2.0NRT,267.46,1.06,N,,2026-07-27 20:14:00,540215.8743006901,2342111.4264835,24,21.186550938416424,81.38758909090909,341,514.378557448418,man_made=works,7
21.19245,81.41615,317.16,0.39,0.36,n,2.0NRT,264.97,1.95,N,,2026-07-27 20:14:00,543194.5759773458,2343503.5561531405,19,21.19563582089552,81.4161876119403,67,970.0705069674934,landuse=industrial,8
21.98697,83.23443,302.37,0.62,0.54,n,2.0NRT,284.21,2.67,N,,2026-07-29 19:38:00,730703.1896702595,2433069.5278416285,9,21.985090509554137,83.23279356687898,157,271.3642994201678,landuse=industrial,4
21.48882,81.76712,299.05,0.77,0.77,n,2.0NRT,276.79,3.14,N,,2026-07-30 19:17:00,579465.1580750691,2376443.128426,4,21.487905214285718,81.7680635,140,422.3764303959824,landuse=industrial,6
21.67924,84.03779,307.5,0.55,0.68,n,2.0NRT,282.62,2.59,N,,2026-07-30 19:17:00,814371.3245658544,2400404.6323307087,28,21.679071364902505,84.03850323119777,359,587.1345503440656,landuse=industrial,5
21.18517,81.38824,304.69,0.41,0.61,n,2.0NRT,286.57,2.17,N,,2026-07-30 20:57:00,540299.5775258131,2342690.475422906,24,21.186550938416424,81.38758909090909,341,74.18493123583605,man_made=works,8
21.34743,81.66437,312.21,0.42,0.61,n,2.0NRT,287.19,1.86,N,,2026-07-30 20:57:00,568887.2828342873,2360744.847298626,29,21.34680408284024,81.66660923076923,169,981.9366292460435,landuse=industrial,15
21.37566,81.64246,304.1,0.42,0.61,n,2.0NRT,287.23,2.06,N,,2026-07-30 20:57:00,566602.6417973612,2363859.98568356,3,21.378662209302323,81.6453633139535,344,707.0013340475685,landuse=industrial,9
21.37869,81.68077,313.2,0.42,0.61,n,2.0NRT,286.99,1.87,N,,2026-07-30 20:57:00,570572.850508684,2364212.0732108126,2,21.373370092879256,81.67946736842106,323,441.88187580115994,landuse=industrial,11
21.48581,81.76941,307.16,0.43,0.62,n,2.0NRT,282.66,0.91,N,,2026-07-30 20:57:00,579704.0261737609,2376111.127427606,4,21.487905214285718,81.7680635,140,58.29765045398765,landuse=industrial,6
21.60441,81.8241,302.4,0.43,0.62,n,2.0NRT,287.0,0.69,N,,2026-07-30 20:57:00,585300.3563510305,2389267.6208487097,30,21.605545714285714,81.82321714285715,7,5662.514656296822,landuse=quarry,0
21.6228,81.79496,301.17,0.43,0.62,n,2.0NRT,284.46,0.56,N,,2026-07-30 20:57:00,582273.6055466797,2391287.4918236337,5,21.622910344827584,81.79291172413792,58,2061.1277949683704,landuse=quarry,1
21.62412,81.79559,301.91,0.43,0.62,n,2.0NRT,285.1,0.92,N,,2026-07-30 20:57:00,582338.0621705838,2391433.9345176774,5,21.622910344827584,81.79291172413792,58,2077.6497889089696,landuse=quarry,1
22.03465,83.35381,298.45,0.52,0.67,n,2.0NRT,283.13,2.4,N,,2026-07-30 20:57:00,742952.6292744784,2438535.216597367,11,22.036216906187622,83.35584205588823,501,3074.3375402922716,landuse=industrial,7
21.19254,81.38928,332.09,0.39,0.44,n,2.0NRT,293.59,6.48,D,,2026-07-31 08:09:00,540405.5283298237,2343506.4303822406,24,21.186550938416424,81.38758909090909,341,894.4489616214229,man_made=works,10
21.29959,81.6083,308.64,0.42,0.45,n,2.0NRT,288.41,2.09,N,,2026-07-31 20:40:00,563093.7631708847,2355426.3339134282,0,21.30019339622641,81.60587896226414,106,802.4160844463815,landuse=industrial,11
21.37249,81.68642,305.95,0.42,0.46,n,2.0NRT,288.44,3.11,N,,2026-07-31 20:40:00,571161.5819221513,2363528.3829429685,2,21.373370092879256,81.67946736842106,323,535.8968694311676,landuse=industrial,12
21.37698,81.64162,307.25,0.42,0.45,n,2.0NRT,288.59,2.46,N,,2026-07-31 20:40:00,566514.9614854883,2364005.7312843003,3,21.378662209302323,81.6453633139535,344,833.1743218452284,landuse=industrial,8
21.37817,81.67932,308.58,0.42,0.45,n,2.0NRT,288.18,2.43,N,,2026-07-31 20:40:00,570422.7780450464,2364153.8674060283,2,21.373370092879256,81.67946736842106,323,455.3971053348198,landuse=industrial,11
21.38851,81.64832,307.23,0.42,0.45,n,2.0NRT,288.47,2.02,N,,2026-07-31 20:40:00,567204.2885427807,2365284.756264336,3,21.378662209302323,81.6453633139535,344,367.5795851765794,landuse=industrial,7
21.88009,83.55791,300.92,0.54,0.51,n,2.0NRT,285.5,2.23,N,,2026-07-31 20:40:00,764314.869773756,2421754.4427298177,26,21.8794364,83.55273293333333,150,343.5270148689773,landuse=industrial,2
21.88115,83.5528,300.8,0.54,0.51,n,2.0NRT,285.36,2.78,N,,2026-07-31 20:40:00,763784.6361912352,2421863.0665758704,26,21.8794364,83.55273293333333,150,393.9351306423237,landuse=industrial,2
21.91835,83.3501,301.1,0.52,0.5,n,2.0NRT,282.71,1.84,N,,2026-07-31 20:40:00,742767.3645838349,2425648.718854987,27,21.922663816666667,83.34778976666666,600,956.4792683879249,landuse=industrial,4
21.92286,83.35115,317.63,0.52,0.5,n,2.0NRT,282.07,3.53,N,,2026-07-31 20:40:00,742868.2184137881,2426149.8758567604,27,21.922663816666667,83.34778976666666,600,618.9169105146274,landuse=industrial,4
22.03915,83.73003,302.24,0.55,0.51,n,2.0NRT,284.55,2.88,N,,2026-07-31 20:40:00,781795.7182716301,2439680.812392577,31,22.041284849007763,83.73296673856773,1159,2370.159466897239,landuse=quarry,2
22.04025,83.7248,301.55,0.55,0.51,n,2.0NRT,284.31,1.75,N,,2026-07-31 20:40:00,781253.4028204556,2439793.011653794,31,22.041284849007763,83.73296673856773,1159,2173.740514833892,landuse=quarry,2
22.04485,83.72594,303.2,0.55,0.51,n,2.0NRT,283.68,1.17,N,,2026-07-31 20:40:00,781362.0320747256,2440304.6899168342,31,22.041284849007763,83.73296673856773,1159,1672.0983006765382,landuse=quarry,2
22.08969,83.11682,302.24,0.5,0.49,n,2.0NRT,283.09,0.55,N,,2026-07-31 20:40:00,718398.1633810109,2444272.0838153036,32,22.087874586466164,83.11691090225564,133,1026.2926234613483,landuse=quarry,1
22.10646,83.12575,305.99,0.5,0.49,n,2.0NRT,283.47,1.99,N,,2026-07-31 20:40:00,719293.8680063887,2446142.070311746,33,22.106850714285716,83.12439571428571,14,1728.1785170538508,landuse=quarry,1
22.31321,82.53134,304.28,0.46,0.47,n,2.0NRT,283.53,1.35,N,,2026-07-31 20:40:00,657730.2137576684,2468295.984205786,12,22.31689644210526,82.53247810526317,475,1558.419699846679,landuse=quarry,3
22.31901,82.5692,305.41,0.46,0.47,n,2.0NRT,283.62,1.72,N,,2026-07-31 20:40:00,661623.8583059274,2468978.2376486957,12,22.31689644210526,82.53247810526317,475,2503.374545315314,landuse=quarry,3
22.35865,82.30376,333.77,0.44,0.46,n,2.0NRT,282.35,4.39,N,,2026-07-31 20:40:00,634242.4835143477,2473106.428534166,7,22.35891150877193,82.30257733333333,285,1005.2131564616392,landuse=quarry,1
22.35949,82.29956,305.8,0.44,0.46,n,2.0NRT,281.78,1.81,N,,2026-07-31 20:40:00,633809.1721236963,2473195.6875331085,7,22.35891150877193,82.30257733333333,285,567.3333298317351,landuse=quarry,1
21.29788,81.60934,330.83,0.39,0.36,n,2.0NRT,297.84,3.09,D,,2026-08-01 07:52:00,563202.3676493809,2355237.4853056176,0,21.30019339622641,81.60587896226414,106,612.8158744786435,landuse=industrial,13
21.74177,83.84429,338.72,0.45,0.39,n,2.0NRT,295.37,5.46,D,,2026-08-01 07:52:00,794206.8497264467,2406951.5365541265,8,21.748015486725663,83.84299966814159,452,665.9180402755528,industrial=factory,8
21.74533,83.84377,348.35,0.45,0.39,n,2.0NRT,296.8,11.96,D,,2026-08-01 07:52:00,794145.7723387283,2407344.9307007175,8,21.748015486725663,83.84299966814159,452,609.7008390065798,landuse=quarry,8
21.74889,83.84324,341.48,0.45,0.39,n,2.0NRT,295.53,11.96,D,,2026-08-01 07:52:00,794083.6615531684,2407738.3058510586,8,21.748015486725663,83.84299966814159,452,377.79354125911345,landuse=quarry,8
21.75245,83.84271,333.3,0.45,0.39,n,2.0NRT,296.25,3.13,D,,2026-08-01 07:52:00,794021.5523684719,2408131.681053448,8,21.748015486725663,83.84299966814159,452,480.54451747614473,landuse=quarry,8
21.756,83.84217,334.59,0.45,0.39,n,2.0NRT,294.97,3.13,D,,2026-08-01 07:52:00,793958.4302769316,2408523.9294422073,8,21.748015486725663,83.84299966814159,452,797.3927114768634,landuse=quarry,8
21.75659,83.8465,334.92,0.45,0.39,n,2.0NRT,293.73,3.13,D,,2026-08-01 07:52:00,794405.3354909916,2408597.5434063184,8,21.748015486725663,83.84299966814159,452,715.1634491544262,landuse=quarry,9
21.91989,83.35123,343.28,0.43,0.38,n,2.0NRT,290.57,3.41,D,,2026-08-01 07:52:00,742881.527884588,2425821.0672927364,27,21.922663816666667,83.34778976666666,600,898.3171746782955,landuse=industrial,4
22.3573,82.3028,345.09,0.4,0.37,n,2.0NRT,297.43,8.32,D,,2026-08-01 07:52:00,634144.9172751523,2472956.1126923026,7,22.35891150877193,82.30257733333333,285,936.0703825325595,landuse=quarry,1
23.16289,82.33456,295.63,0.4,0.37,n,2.0NRT,263.34,0.58,N,,2026-08-01 20:19:00,636611.6753521156,2562177.721155697,15,23.16639468335788,82.33858649484536,679,1348.3038949259499,landuse=quarry,1
23.16494,82.3429,295.32,0.4,0.37,n,2.0NRT,259.84,0.96,N,,2026-08-01 20:19:00,637463.411242892,2562412.552300728,15,23.16639468335788,82.33858649484536,679,1072.4406179512428,landuse=quarry,1
23.16558,82.33907,309.5,0.4,0.37,n,2.0NRT,259.27,0.58,N,,2026-08-01 20:19:00,637070.6592297518,2562479.8043590887,15,23.16639468335788,82.33858649484536,679,948.960467409753,landuse=quarry,1
23.16828,82.34354,295.31,0.4,0.37,n,2.0NRT,254.62,0.59,N,,2026-08-01 20:19:00,637525.5197717787,2562782.972177094,15,23.16639468335788,82.33858649484536,679,763.0115902638801,landuse=quarry,1
21.00937,80.87962,303.97,0.39,0.36,n,2.0NRT,289.74,1.13,N,,2026-08-01 20:21:00,487489.8235681936,2323189.3542277054,-1,21.00937,80.87962,1,5877.031891453234,power=plant,0
21.17946,81.38543,306.98,0.39,0.36,n,2.0NRT,290.86,1.7,N,,2026-08-01 20:21:00,540009.4304743212,2342057.7981780344,24,21.186550938416424,81.38758909090909,341,635.0541569755388,man_made=works,7
21.18277,81.38604,323.77,0.39,0.36,n,2.0NRT,292.06,1.7,N,,2026-08-01 20:21:00,540071.8601829722,2342424.292971991,24,21.186550938416424,81.38758909090909,341,306.6059587908441,man_made=works,9
21.18547,81.39037,309.62,0.39,0.36,n,2.0NRT,291.01,1.15,N,,2026-08-01 20:21:00,540520.5937663161,2342724.2214520387,24,21.186550938416424,81.38758909090909,341,135.31951191457418,industrial=steelmaking,8
21.18878,81.39098,312.27,0.39,0.36,n,2.0NRT,290.96,1.15,N,,2026-08-01 20:21:00,540583.0092848701,2343090.71867295,24,21.186550938416424,81.38758909090909,341,487.04066318279837,industrial=steelmaking,9
