cluster_id,detection_count,first_seen,last_seen,centroid_lat,centroid_lon,nearest_industrial_distance_m,nearest_industrial_type,industrial_count_5km,months_active,recurrence_rate,frp_mean,frp_std,frp_cv,day_count,night_count,daynight_ratio
91,7,2025-11-23 07:53:00,2026-04-15 20:43:00,21.74051714285714,81.48489714285714,25944.10912489762,power=plant,0,4.766666666666667,1.4685314685314683,3.481428571428572,2.362021934497565,0.6784634198392677,5,2,0.7142857142857143
92,8,2025-11-26 19:25:00,2026-02-14 19:27:00,22.06262,83.33308875,709.2126214681875,landuse=industrial,2,2.6666666666666665,3.0,1.03125,0.3870561974700831,0.3753272217891714,0,8,0.0
93,8,2025-11-26 19:26:00,2026-02-15 20:49:00,21.836745,84.1304725,785.3740271844871,landuse=industrial,1,2.7,2.962962962962963,0.94,1.299318502688456,1.3822537262643149,1,7,0.125
94,17,2025-11-26 19:26:00,2026-05-03 20:05:00,21.90074823529412,83.98112117647058,424.8751098555512,landuse=industrial,1,5.266666666666667,3.2278481012658227,0.6911764705882353,0.2312704680925879,0.334604081495659,0,17,0.0
95,5,2025-12-03 08:06:00,2025-12-06 07:09:00,20.286056,81.829344,54467.11919902244,landuse=industrial,0,1.0,5.0,4.118,1.4745914688482364,0.3580843780593094,5,0,1.0
96,7,2025-12-03 08:06:00,2026-03-15 07:55:00,21.335397142857143,82.04203142857143,16047.371293626426,landuse=industrial,0,3.3666666666666667,2.07920792079208,7.43,1.17214902351763,0.1577589533671103,7,0,1.0
97,6,2025-12-03 08:06:00,2026-05-23 08:02:00,21.5696,81.39303666666667,8278.3865947761,power=plant,0,5.666666666666667,1.0588235294117647,19.156666666666663,25.05023486250512,1.3076510281453864,6,0,1.0
98,7,2025-12-03 08:06:00,2025-12-06 07:10:00,21.78954857142857,81.45858,23888.58465792364,landuse=industrial,0,1.0,7.0,3.582857142857143,1.202923027264758,0.3357440666209452,7,0,1.0
99,12,2025-12-04 07:47:00,2026-05-22 08:21:00,21.31207333333333,82.11057166666667,19909.90115044474,landuse=industrial,0,5.633333333333334,2.130177514792899,6.348333333333334,2.6764047571775134,0.4215917181166994,12,0,1.0
100,5,2025-12-04 07:47:00,2026-02-15 20:49:00,21.622452,81.739448,3569.854699745284,landuse=quarry,2,2.433333333333333,2.054794520547945,3.5740000000000003,1.7618541369818337,0.4929642241135515,4,1,0.8
101,10,2025-12-04 07:47:00,2026-04-13 19:40:00,21.720596,81.467605,25445.4754425749,power=plant,0,4.333333333333333,2.307692307692308,3.4520000000000004,1.9489073862038704,0.5645734027241802,9,1,0.9
102,5,2025-12-05 07:28:00,2026-05-25 07:24:00,18.509528,83.93715399999999,15174.570506496322,man_made=works,0,5.666666666666667,0.8823529411764706,6.796000000000001,2.148262088293698,0.3161068405376247,5,0,1.0
103,6,2025-11-03 07:27:00,2026-01-06 07:29:00,20.392931666666662,83.35375666666667,5120.133580919137,landuse=industrial,0,2.1333333333333333,2.8125,3.5116666666666667,0.7014960204211187,0.1997615625309308,6,0,1.0
104,6,2025-12-05 07:28:00,2026-01-06 07:29:00,20.78107333333333,83.89232166666666,565.8307849771077,power=plant,1,1.0666666666666669,5.625,4.101666666666667,0.948481242126942,0.2312428871500061,6,0,1.0
105,5,2025-12-04 07:47:00,2025-12-07 06:51:00,21.02782,82.09317999999999,6137.184158323969,landuse=industrial,0,1.0,5.0,4.114,1.33387780549794,0.3242289269562324,5,0,1.0
106,6,2025-12-05 07:28:00,2026-01-06 07:29:00,21.15642833333333,83.50992666666666,223.73654092580628,landuse=industrial,3,1.0666666666666669,5.625,4.015,1.3844962982976876,0.3448309584801214,6,0,1.0
107,6,2025-12-05 07:28:00,2026-05-26 07:06:00,21.290043333333333,82.06807833333333,15973.71845269571,landuse=industrial,0,5.7,1.0526315789473684,19.926666666666662,14.144331255547806,0.7098192332994885,6,0,1.0
108,5,2025-12-03 08:06:00,2026-05-26 07:06:00,21.481630000000003,81.63519,9813.583679240684,landuse=industrial,0,5.766666666666667,0.8670520231213873,6.508,1.81718738714531,0.2792236304771527,5,0,1.0
109,21,2025-12-05 07:28:00,2026-05-26 07:06:00,21.74598523809524,82.97186095238095,10101.888699262863,landuse=quarry,0,5.7,3.684210526315789,4.340476190476191,1.7264457019856612,0.3977549066560491,21,0,1.0
110,7,2025-12-04 07:47:00,2026-04-13 07:12:00,21.71603571428572,81.38867285714286,24566.82858308346,power=plant,0,4.3,1.627906976744186,4.409999999999999,0.673275575080516,0.152670198430956,7,0,1.0
111,6,2025-12-05 07:29:00,2026-02-24 07:11:00,21.929491666666667,82.25560333333333,6252.614228261837,landuse=quarry,0,2.6666666666666665,2.25,5.359999999999999,3.485897301986965,0.6503539742512995,6,0,1.0
112,8,2025-12-05 07:29:00,2025-12-14 08:00:00,21.9456,82.2478525,6826.417727341349,landuse=quarry,0,1.0,8.0,5.4975,2.3026925233610447,0.4188617595927321,8,0,1.0
113,7,2025-12-06 07:10:00,2025-12-07 08:31:00,20.97864714285714,82.02145285714286,6681.619494799751,landuse=industrial,0,1.0,7.0,5.885714285714286,1.5547546123944789,0.2641573370573143,7,0,1.0
114,5,2025-11-17 08:06:00,2025-12-06 07:10:00,21.6213,81.48893000000001,15900.719943195369,power=plant,0,1.0,5.0,4.55,1.716245903126938,0.3771969017861402,5,0,1.0
115,5,2025-12-06 07:10:00,2025-12-06 07:10:00,21.626614,81.491146,16478.3409351371,power=plant,0,1.0,5.0,4.08,0.3834057902536162,0.093972007415102,5,0,1.0
116,5,2025-12-03 08:06:00,2025-12-13 08:19:00,21.823918,81.853818,13930.130773346056,landuse=industrial,0,1.0,5.0,4.666,1.2143022687947176,0.2602448068569905,5,0,1.0
117,5,2025-12-07 06:51:00,2025-12-17 07:04:00,20.811918,81.81523200000001,10396.42433889985,landuse=industrial,0,1.0,5.0,7.175999999999999,2.719692997380403,0.3789984667475478,5,0,1.0
